Trait	Var(add)	Var(dom)	h2
Zm00001d032830	0.88922	0.022028	0.911246989379421
Zm00001d032831	0.831915	1e-06	0.831915145902972
Zm00001d032836	0.386081	0.023661	0.409743337355977
Zm00001d032837	0.239619	0.070482	0.310098751430986
Zm00001d032838	0.519645	0.023668	0.543313551171683
Zm00001d032839	0.249884	0.27926	0.52914508911553
Zm00001d032844	0.66062	1e-06	0.660620323344206
Zm00001d032849	0.587658	6e-06	0.587663677634788
Zm00001d032850	0.669004	2e-06	0.669005682986889
Zm00001d032852	0.550146	0.035045	0.585208114532088
Zm00001d032854	0.729548	1e-06	0.729549613286692
Zm00001d032855	0.48129	0.012993	0.494283521189351
Zm00001d032857	0.501741	3e-06	0.501750451288223
Zm00001d032858	0.539316	2e-06	0.539318023660404
Zm00001d032859	0.794781	2e-06	0.794763130013622
Zm00001d032866	0.772274	2e-06	0.772276139498588
Zm00001d032867	0.698468	2e-06	0.698472844184177
Zm00001d032868	0.22864	0.142903	0.371544521657285
Zm00001d032869	0.617217	0.059262	0.676486929466344
Zm00001d032870	0.501745	1e-06	0.501748972280639
Zm00001d032873	0.787656	2e-06	0.78765882889913
Zm00001d032875	0.469094	4e-06	0.469103681540263
Zm00001d032876	0.267108	3e-06	0.267112030878074
Zm00001d032881	0.671843	3e-06	0.671846219523481
Zm00001d032882	0.755578	0.027867	0.783444214239769
Zm00001d032883	0.654056	4e-06	0.654059512681073
Zm00001d032884	0.506148	4e-06	0.506151535090442
Zm00001d032885	0.604791	2e-06	0.604793191777898
Zm00001d032886	0.594324	0.050424	0.644749307233438
Zm00001d032887	0.400862	0.106696	0.507557939566832
Zm00001d032888	0.582093	2e-06	0.582095990252449
Zm00001d032889	0.153947	0.107352	0.261304342082667
Zm00001d032893	0.36856	0.094435	0.462996411062372
Zm00001d032894	0.602637	5e-06	0.602622247876639
Zm00001d032896	0.677025	2e-06	0.67701802507837
Zm00001d032897	0.757929	0.039773	0.79770176595669
Zm00001d032898	0.419361	1e-06	0.419362213941091
Zm00001d032899	0.815384	1e-06	0.815386491595358
Zm00001d032900	0.813612	1e-06	0.813601789709172
Zm00001d032901	0.794628	0.006128	0.800755997457056
Zm00001d032902	0.802039	2e-06	0.802036648712361
Zm00001d032905	0.558801	0.159088	0.717774495322501
Zm00001d032906	0.816974	1e-06	0.816975027743689
Zm00001d032909	0.774402	0.011249	0.785648214559539
Zm00001d032911	0.806531	0.003624	0.810156952060569
Zm00001d032916	0.683345	0.237617	0.920961559930041
Zm00001d032918	0.335686	0.037092	0.372778920789301
Zm00001d032919	0.852793	0.038349	0.891143090042639
Zm00001d032921	0.766101	0.046931	0.813031672834107
Zm00001d032922	0.341638	2e-06	0.341643523554782
Zm00001d032923	0.569689	2e-06	0.569688510313399
Zm00001d032925	0.799898	0.058088	0.857985982085004
Zm00001d032926	0.763987	1e-06	0.763985625652307
Zm00001d032931	0.492226	0.125052	0.617272227497626
Zm00001d032932	0.705008	0.040007	0.745015973649669
Zm00001d032933	0.57891	0.017331	0.596249183351908
Zm00001d032934	0.733242	0.041627	0.774869839500386
Zm00001d032935	0.714208	0.014498	0.728702034102053
Zm00001d032937	0.659388	0.072571	0.731958732084221
Zm00001d032938	0.481154	0.259587	0.740742733157602
Zm00001d032939	0.662874	0.005231	0.668092639032306
Zm00001d032944	0.741544	1e-06	0.741546750772061
Zm00001d032945	0.632567	1e-06	0.632552862300155
Zm00001d032946	0.748108	1e-06	0.748109577604983
Zm00001d032947	0.737094	2e-06	0.737098274482092
Zm00001d032948	0.739999	1e-06	0.739996105539869
Zm00001d032950	0.771826	0.026475	0.798307016115904
Zm00001d032955	0.813619	2e-06	0.813616788790333
Zm00001d032956	0.906709	1e-06	0.906703512522377
Zm00001d032961	0.526447	2e-06	0.526445304810027
Zm00001d032968	0.743766	1e-06	0.743773946360153
Zm00001d032970	0.551542	0.055987	0.607527515260069
Zm00001d032971	0.8039	0.000266	0.804166263993937
Zm00001d032972	0.700597	0.012631	0.713222857142857
Zm00001d032973	0.703481	0.03372	0.737200041373604
Zm00001d032974	0.858822	1e-06	0.858826675145979
Zm00001d032976	0.136562	1e-06	0.136562637041368
Zm00001d032978	0.623092	1e-06	0.623080028042744
Zm00001d032979	0.489269	3e-06	0.489327032752159
Zm00001d032980	0.575815	0.030706	0.606464646464646
Zm00001d032981	0.74654	1e-06	0.746542271158142
Zm00001d032989	0.583841	1e-06	0.583853702051739
Zm00001d032990	0.760336	1e-06	0.760340136054422
Zm00001d032991	0.600864	2e-06	0.600838250703138
Zm00001d032992	0.491064	3e-06	0.491057530417103
Zm00001d032993	0.541508	0.051378	0.592887260560762
Zm00001d032994	0.521606	0.076343	0.597957439882817
Zm00001d032999	0.627451	3e-06	0.627460195123785
Zm00001d033002	0.910588	0.000491	0.911081031644412
Zm00001d033003	0.692998	0.031446	0.724444428724529
Zm00001d033004	0.707918	2e-06	0.70792302587923
Zm00001d033005	0.488347	7e-06	0.48834381998507
Zm00001d033011	0.294127	0.024875	0.31900193723363
Zm00001d033012	0.619698	0.022313	0.642017859940467
Zm00001d033017	0.203189	0.027778	0.230965244842019
Zm00001d033018	0.857432	2e-06	0.857431145082919
Zm00001d033020	0.503255	0.100603	0.603862726656314
Zm00001d033021	0.381642	0.060008	0.44166045702931
Zm00001d033023	0.551129	0.024169	0.575320991340699
Zm00001d033024	0.753156	0.052232	0.80538760669415
Zm00001d033025	0.105649	0.0415	0.147148779990485
Zm00001d033028	0.753125	0.036036	0.789137632035315
Zm00001d033029	0.211294	1e-06	0.21129296644985
Zm00001d033035	0.442625	0.140912	0.583536106390395
Zm00001d033037	0.487668	0.201187	0.688811188811189
Zm00001d033038	0.596903	0.022433	0.619350972209891
Zm00001d033039	0.691517	2e-06	0.691534914361001
Zm00001d033040	0.645501	2e-06	0.64550505050505
Zm00001d033044	0.853076	0.002359	0.855434651887634
Zm00001d033046	0.811067	1e-06	0.811070097215116
Zm00001d033049	0.314044	2e-06	0.314045235274532
Zm00001d033050	0.341544	2e-06	0.341545933351929
Zm00001d033053	0.643174	1e-06	0.643175371898397
Zm00001d033054	0.662629	2e-06	0.66263361917068
Zm00001d033055	0.832677	1e-06	0.832683545038552
Zm00001d033056	0.593429	1e-06	0.59344137756394
Zm00001d033057	0.641826	1e-06	0.641825656859465
Zm00001d033058	0.743427	1e-06	0.743423469762657
Zm00001d033060	0.354793	0.089797	0.44457904300424
Zm00001d033061	0.879423	0.004156	0.883581507664032
Zm00001d033062	0.578178	1e-06	0.578179306752291
Zm00001d033063	0.467156	0.026109	0.49326558593435
Zm00001d033065	0.58007	0.088083	0.668152919238242
Zm00001d033066	0.707569	1e-06	0.707569344782752
Zm00001d033067	0.691078	0.015247	0.706325335560754
Zm00001d033068	0.693848	2e-06	0.69385166129651
Zm00001d033071	0.587012	2e-06	0.587014193223579
Zm00001d033077	0.794245	0.067916	0.862160810872233
Zm00001d033079	0.758613	1e-06	0.758613115156287
Zm00001d033080	0.399285	0.019475	0.418759283805167
Zm00001d033082	0.756601	1e-06	0.756603306237072
Zm00001d033084	0.7768	0.073446	0.850252694549018
Zm00001d033088	0.850531	1e-06	0.850531994526405
Zm00001d033090	0.731723	0.072717	0.804460273043331
Zm00001d033091	0.843949	1e-06	0.843949166369245
Zm00001d033092	0.763333	0.03092	0.794252563195122
Zm00001d033093	0.23457	0.164362	0.398933878957571
Zm00001d033094	0.762065	0.028752	0.790832384651443
Zm00001d033098	0.62242	0.045702	0.668126171143036
Zm00001d033099	0.737848	0.018901	0.756742827692836
Zm00001d033100	0.427976	0.009583	0.437558454632182
Zm00001d033104	0.658746	0.051826	0.710621020577651
Zm00001d033105	0.698805	1e-06	0.698819229687939
Zm00001d033107	0.771271	1e-06	0.771271228741714
Zm00001d033108	0.73119	3e-06	0.731218233799238
Zm00001d033109	0.730116	1e-06	0.730095594625309
Zm00001d033110	0.774706	0.010596	0.785312383884495
Zm00001d033111	0.850145	0.019173	0.869315405635281
Zm00001d033112	0.464295	4e-06	0.464283719631388
Zm00001d033115	0.805607	1e-06	0.80560789740751
Zm00001d033128	0.645423	2e-06	0.645468277945619
Zm00001d033129	0.742154	1e-06	0.742152710971824
Zm00001d033130	0.800331	2e-06	0.800344344859768
Zm00001d033132	0.458999	4e-06	0.459003140241865
Zm00001d033136	0.44312	3e-06	0.443125391514263
Zm00001d033138	0.583192	1e-06	0.583188908145581
Zm00001d033139	0.567315	1e-06	0.567315651149443
Zm00001d033147	0.514181	2e-06	0.514192390854304
Zm00001d033148	0.825664	1e-06	0.825665080647575
Zm00001d033149	0.490581	1e-06	0.490581996068212
Zm00001d033150	0.79741	2e-06	0.797408405593313
Zm00001d033152	0.738306	1e-06	0.738307693793397
Zm00001d033153	0.776605	1e-06	0.77661854768154
Zm00001d033158	0.357998	2e-06	0.358001206328585
Zm00001d033159	0.50558	0.174671	0.680256031511571
Zm00001d033160	0.74235	1e-06	0.742347654088956
Zm00001d033164	0.429625	0.01975	0.449373536670252
Zm00001d033165	0.751259	0.15408	0.905338732198694
Zm00001d033166	0.771025	1e-06	0.771025407200234
Zm00001d033167	0.72295	0.028185	0.751143571016721
Zm00001d033168	0.814175	2e-06	0.814175200468602
Zm00001d033169	0.85453	1e-06	0.854530962811894
Zm00001d033170	0.566001	0.038879	0.604867331417948
Zm00001d033171	0.82761	1e-06	0.827604884774473
Zm00001d033172	0.688054	2e-06	0.688062810447044
Zm00001d033174	0.498041	7e-06	0.498029012929675
Zm00001d033175	0.821968	1e-06	0.821970127907166
Zm00001d033176	0.658991	0.051911	0.710900900341894
Zm00001d033180	0.794687	0.011496	0.806182985903228
Zm00001d033181	0.548396	2e-06	0.548400852878465
Zm00001d033186	0.540312	0.137065	0.67738481852896
Zm00001d033187	0.895707	0.007928	0.903636046942019
Zm00001d033188	0.547093	1e-06	0.54709411173007
Zm00001d033189	0.47198	0.0595	0.53148597626753
Zm00001d033190	0.452995	0.062897	0.515893068177187
Zm00001d033192	0.139325	2e-06	0.139325304754539
Zm00001d033193	0.539943	0.010362	0.550307461385755
Zm00001d033194	0.742756	2e-06	0.742754594772994
Zm00001d033204	0.580145	0.023259	0.603465967392544
Zm00001d033205	0.038152	0.227489	0.265642894181523
Zm00001d033208	0.100725	0.066638	0.167364043212562
Zm00001d033210	0.917334	1e-06	0.917341732110193
Zm00001d033211	0.718261	0.038764	0.757013866494679
Zm00001d033213	0.450402	0.202012	0.652411438326931
Zm00001d033214	0.73098	2e-06	0.730983899821109
Zm00001d033215	0.532709	2e-06	0.532708463514546
Zm00001d033216	0.166342	0.101435	0.267780298619337
Zm00001d033217	0.770733	0.028082	0.798818624044475
Zm00001d033218	0.847731	0.016085	0.863813995333015
Zm00001d033221	0.351102	0.148636	0.499744534380294
Zm00001d033222	0.508773	0.079594	0.588365647764027
Zm00001d033223	0.719029	1e-06	0.719024975024975
Zm00001d033225	0.892321	0.011699	0.90401822799231
Zm00001d033227	0.571162	2e-06	0.571164246002236
Zm00001d033228	0.741901	2e-06	0.741902246473559
Zm00001d033229	0.563232	0.037691	0.600922944464075
Zm00001d033231	0.727317	1e-06	0.727318496694854
Zm00001d033232	0.761208	1e-06	0.761210709946731
Zm00001d033233	0.851187	0.001722	0.852907761446391
Zm00001d033234	0.473387	0.019776	0.493169398907104
Zm00001d033237	0.782624	0.055111	0.837735537168737
Zm00001d033240	0.670187	0.00989	0.680051309958797
Zm00001d033241	0.630595	0.005672	0.636267484432206
Zm00001d033244	0.779985	0.018348	0.79832295988935
Zm00001d033246	0.592714	3e-06	0.592749791260785
Zm00001d033247	0.461441	0.075758	0.53718125863585
Zm00001d033248	0.648247	0.021063	0.669343823416926
Zm00001d033254	0.314353	2e-06	0.314355606841722
Zm00001d033256	0.744709	2e-06	0.744711513057291
Zm00001d033258	0.052859	1e-06	0.052858822870583
Zm00001d033259	0.661858	2e-06	0.661852141883465
Zm00001d033262	0.452103	3e-06	0.452121871599565
Zm00001d033267	0.584219	4e-06	0.584220083530053
Zm00001d033271	0.366057	0.130751	0.496805679933843
Zm00001d033272	0.849659	1e-06	0.849655995983227
Zm00001d033273	0.902277	0.000605	0.902879937569529
Zm00001d033274	0.706668	1e-06	0.706668654845428
Zm00001d033275	0.713145	0.073931	0.787073000697142
Zm00001d033278	0.76482	9.7e-05	0.764927107542785
Zm00001d033279	0.628595	0.042689	0.671276890157882
Zm00001d033280	0.607054	3e-06	0.607055530260873
Zm00001d033283	0.681163	2e-06	0.681152445578068
Zm00001d033284	0.353613	1e-06	0.353615365005611
Zm00001d033286	0.883857	0.020219	0.904075244332875
Zm00001d033287	0.461048	2e-06	0.461053041931633
Zm00001d033288	0.354093	1e-06	0.354096689754222
Zm00001d033291	0.540876	0.003562	0.544478824211951
Zm00001d033292	0.877566	0.005964	0.883536779302252
Zm00001d033294	0.841984	1e-06	0.841982918933811
Zm00001d033295	0.638774	2e-06	0.63873189111934
Zm00001d033296	0.655413	0.016179	0.671596142774899
Zm00001d033297	0.833686	2e-06	0.83368903232523
Zm00001d033299	0.052912	0.206957	0.25986737372566
Zm00001d033300	0.761118	0.040672	0.801791193487393
Zm00001d033301	0.867006	0.005615	0.872627960634741
Zm00001d033303	0.725553	5e-06	0.725606920286485
Zm00001d033304	0.65782	0.007221	0.66503990086371
Zm00001d033307	0.801517	0.037624	0.839141969745881
Zm00001d033308	0.473991	0.104528	0.578525041651083
Zm00001d033309	0.647339	2e-06	0.647380027302321
Zm00001d033310	0.233603	0.227342	0.460947169565501
Zm00001d033312	0.50204	0.097325	0.599364600409093
Zm00001d033313	0.229648	1e-06	0.229647811563653
Zm00001d033314	0.614961	0.055018	0.669979480843414
Zm00001d033315	0.784739	1e-06	0.784740602997743
Zm00001d033316	0.730942	0.011399	0.742331062870584
Zm00001d033317	0.582671	2e-06	0.58267890448611
Zm00001d033318	0.748723	0.047741	0.796461728278531
Zm00001d033319	0.724376	2e-06	0.724377887880644
Zm00001d033320	0.741156	1e-06	0.74115709911852
Zm00001d033321	0.542518	3e-06	0.542492657856094
Zm00001d033322	0.38231	2e-06	0.382312338222606
Zm00001d033324	0.847842	1e-06	0.847845476888924
Zm00001d033325	0.464756	1e-06	0.464755295272613
Zm00001d033327	0.306976	0.05286	0.359837324068887
Zm00001d033328	0.811003	1e-06	0.811011699931177
Zm00001d033330	0.358945	1e-06	0.358943865707653
Zm00001d033333	0.335919	2e-06	0.335919286903712
Zm00001d033334	0.773195	2e-06	0.773202196279119
Zm00001d033335	0.559821	1e-06	0.559819394493674
Zm00001d033337	0.689953	0.089977	0.779911273663178
Zm00001d033338	0.673439	0.005463	0.678895576573994
Zm00001d033339	0.82687	0.003693	0.830564086615092
Zm00001d033340	0.704933	1e-06	0.704933587773552
Zm00001d033344	0.810464	1e-06	0.810465208537198
Zm00001d033345	0.74539	0.010305	0.75567326456649
Zm00001d033346	0.467226	2e-06	0.467250168317784
Zm00001d033347	0.546826	0.007372	0.554197979256978
Zm00001d033362	0.605446	1e-06	0.605447806309029
Zm00001d033363	0.69058	0.098956	0.789534324813391
Zm00001d033365	0.444111	2e-06	0.444113497413388
Zm00001d033366	0.87911	2e-06	0.879109813201752
Zm00001d033367	0.409209	0.071426	0.480631908441749
Zm00001d033368	0.426574	0.030947	0.457624113475177
Zm00001d033369	0.847253	0.009323	0.856574861281898
Zm00001d033370	0.466235	1e-06	0.466266281881288
Zm00001d033371	0.923432	1e-06	0.923430687451472
Zm00001d033374	0.812074	1e-06	0.812073095663653
Zm00001d033377	0.735817	0.028278	0.764095088279792
Zm00001d033378	0.758141	1e-06	0.758159043897955
Zm00001d033379	0.269987	2e-06	0.269987891648477
Zm00001d033383	0.665889	2e-06	0.665894734289559
Zm00001d033384	0.431366	1e-06	0.431366344892802
Zm00001d033385	0.222611	2e-06	0.222613376557294
Zm00001d033386	0.795173	0.006054	0.801229718189582
Zm00001d033388	0.472094	4e-06	0.472026072786529
Zm00001d033389	0.369887	3e-06	0.369889464110816
Zm00001d033390	0.378352	2e-06	0.378354043814901
Zm00001d033391	0.411206	0.068604	0.479805512720041
Zm00001d033395	0.225232	1e-06	0.225234020818926
Zm00001d033396	0.724036	0.007535	0.731570046675235
Zm00001d033397	0.455529	2e-06	0.455518669103659
Zm00001d033400	0.8125	0.15996	0.972458650953249
Zm00001d033401	0.408549	2e-06	0.408552362794498
Zm00001d033402	0.833886	1e-06	0.833886130420391
Zm00001d033404	0.625983	2e-06	0.625981065325536
Zm00001d033405	0.671951	0.017954	0.689885902146587
Zm00001d033407	0.690379	1e-06	0.690382445813473
Zm00001d033411	0.910771	0.001824	0.912594842210448
Zm00001d033412	0.518709	1e-06	0.518711227001599
Zm00001d033414	0.846745	0.027191	0.873944758626342
Zm00001d033415	0.822965	0.027886	0.850846855120011
Zm00001d033419	0.769382	2e-06	0.769388114625744
Zm00001d033420	0.43684	0.018456	0.455285373154408
Zm00001d033421	0.498184	2e-06	0.498190574475404
Zm00001d033422	0.601984	0.002408	0.604330240304544
Zm00001d033423	0.815941	0.028336	0.84428226764773
Zm00001d033428	0.378975	0.118527	0.497505864921595
Zm00001d033446	0.883724	0.001185	0.884908648023857
Zm00001d033448	0.609692	2e-06	0.609687570240504
Zm00001d033451	0.528667	0.007622	0.536263818344786
Zm00001d033453	0.561923	1e-06	0.561924618400059
Zm00001d033454	0.537327	2e-06	0.537311723268999
Zm00001d033455	0.264724	3e-06	0.264727604267238
Zm00001d033456	0.540262	2e-06	0.540265434293163
Zm00001d033457	0.753634	4e-06	0.753634747353904
Zm00001d033459	0.438885	5e-06	0.43887542735752
Zm00001d033463	0.3958	1e-06	0.395801797434033
Zm00001d033464	0.314828	0.158573	0.473400432113291
Zm00001d033465	0.612409	1e-06	0.612415748887982
Zm00001d033466	0.313885	1e-06	0.313887016261335
Zm00001d033467	0.86554	0.012535	0.87807388083813
Zm00001d033468	0.726521	2e-06	0.726513848773728
Zm00001d033469	0.650114	3e-06	0.650113797243777
Zm00001d033471	0.304503	1e-06	0.304505607051612
Zm00001d033472	0.803271	1e-06	0.803284356093345
Zm00001d033473	0.644048	0.038901	0.682956575999093
Zm00001d033475	0.395452	2e-06	0.395452606218787
Zm00001d033477	0.326084	0.126182	0.452300657330666
Zm00001d033478	0.634461	0.10117	0.735623087474939
Zm00001d033479	0.541653	0.04422	0.585900171289479
Zm00001d033480	0.894105	2e-06	0.894105267559111
Zm00001d033481	0.426701	0.048365	0.475067016187556
Zm00001d033482	0.166689	3e-06	0.166691443785223
Zm00001d033483	0.702152	0.069242	0.771398214176253
Zm00001d033484	0.609164	0.011753	0.620930539080005
Zm00001d033488	0.554593	0.074108	0.628686327077748
Zm00001d033489	0.307414	0.046131	0.353545263711046
Zm00001d033491	0.043166	0.007649	0.0508160945075337
Zm00001d033492	0.378531	0.047454	0.426023160468964
Zm00001d033493	0.779502	1e-06	0.779503129921106
Zm00001d033494	0.437803	4e-06	0.437756947870416
Zm00001d033495	0.271964	0.027912	0.299875238341847
Zm00001d033496	0.613852	0.054332	0.66818659704913
Zm00001d033497	0.66222	1e-06	0.662213348210353
Zm00001d033502	0.767492	0.030636	0.798121761658031
Zm00001d033503	0.626692	2e-06	0.626694727852252
Zm00001d033504	0.473533	3e-06	0.473530822296824
Zm00001d033505	0.196024	4e-06	0.196018002152431
Zm00001d033508	0.762092	0.04808	0.8101719975889
Zm00001d033510	0.53324	2e-06	0.533233441809285
Zm00001d033511	0.326192	4e-06	0.32616308154077
Zm00001d033514	0.807655	0.052011	0.859666995565588
Zm00001d033516	0.650994	2e-06	0.650993329466357
Zm00001d033517	0.634947	3e-06	0.634954272661739
Zm00001d033518	0.885934	0.023276	0.909210687521346
Zm00001d033522	0.63573	2e-06	0.635714112129092
Zm00001d033523	0.740872	0.073796	0.814651162790698
Zm00001d033525	0.738737	0.010122	0.748869708179203
Zm00001d033526	0.509378	0.032973	0.542353752586369
Zm00001d033527	0.397618	2e-06	0.397603810090787
Zm00001d033528	0.588168	0.086299	0.674449692540772
Zm00001d033529	0.619044	2e-06	0.619039057313565
Zm00001d033530	0.876245	0.034386	0.910630818586019
Zm00001d033531	0.765127	0.051083	0.816217381346913
Zm00001d033532	0.777333	2e-06	0.77735781137509
Zm00001d033535	0.782897	2e-06	0.782898179915101
Zm00001d033537	0.767501	0.062006	0.829525046807535
Zm00001d033539	0.434393	3e-06	0.434392720559145
Zm00001d033541	0.192639	0.125904	0.31853257630415
Zm00001d033543	0.353283	0.044737	0.398020101638995
Zm00001d033544	0.668004	1e-06	0.668002430316146
Zm00001d033551	0.666232	3e-06	0.666231647634584
Zm00001d033552	0.662384	0.002437	0.664820290341601
Zm00001d033553	0.845856	0.051812	0.897665659304031
Zm00001d033554	0.80951	0.032658	0.842155481848335
Zm00001d033555	0.753625	2e-06	0.753621442553832
Zm00001d033556	0.924693	0.001415	0.926101629647061
Zm00001d033557	0.869326	0.028932	0.89825978383862
Zm00001d033558	0.792817	2e-06	0.792815911999347
Zm00001d033559	0.57139	0.06413	0.63552668041999
Zm00001d033563	0.421443	0.042438	0.463901134639011
Zm00001d033564	0.290949	1e-06	0.290949886493321
Zm00001d033566	0.731319	1e-06	0.731320174910929
Zm00001d033567	0.787771	0.035087	0.822856187131149
Zm00001d033568	0.728812	1e-06	0.728814160547693
Zm00001d033572	0.496726	0.049156	0.545879501385041
Zm00001d033573	0.326306	0.027392	0.353696958953119
Zm00001d033574	0.813261	0.032406	0.845700069250301
Zm00001d033575	0.731076	0.046647	0.77773335998401
Zm00001d033578	0.470863	0.008066	0.478907576836684
Zm00001d033579	0.795129	0.027613	0.822739205412946
Zm00001d033583	0.543789	0.01501	0.558799247236206
Zm00001d033584	0.791164	1e-06	0.791165460955579
Zm00001d033585	0.300512	1e-06	0.300509104251708
Zm00001d033586	0.523852	2e-06	0.523859320821179
Zm00001d033589	0.740085	0.012127	0.752211475579114
Zm00001d033590	0.769138	0.040141	0.809277615046959
Zm00001d033591	0.525809	5e-06	0.525805652835261
Zm00001d033592	0.599615	0.014102	0.613717769964621
Zm00001d033594	0.687477	2e-06	0.687493429582647
Zm00001d033595	0.60138	2e-06	0.601380353597428
Zm00001d033596	0.605681	0.045679	0.651319231631662
Zm00001d033598	0.240169	1e-06	0.240170469323099
Zm00001d033600	0.160305	2e-06	0.160330885770053
Zm00001d033602	0.77137	0.043185	0.814559433731999
Zm00001d033605	0.724906	1e-06	0.724905221986314
Zm00001d033606	0.310936	2e-06	0.310949114805904
Zm00001d033607	0.854753	1e-06	0.854753140636849
Zm00001d033610	0.676761	0.00659	0.683365423039198
Zm00001d033611	0.746466	0.000901	0.747350714886459
Zm00001d033615	0.370796	0.097258	0.468052562392185
Zm00001d033616	0.812348	0.050467	0.862816686117968
Zm00001d033619	0.667359	0.029209	0.696600900707699
Zm00001d033620	0.67309	0.032215	0.705301926724019
Zm00001d033621	0.636312	1e-06	0.636312515376234
Zm00001d033623	0.836281	0.007994	0.844278899915187
Zm00001d033624	0.484876	2e-06	0.484870491406439
Zm00001d033625	0.790218	2e-06	0.790214744000594
Zm00001d033632	0.646157	3e-06	0.646197857760628
Zm00001d033633	0.868316	2e-06	0.868315574491521
Zm00001d033634	0.506897	0.101235	0.608125188083057
Zm00001d033635	0.911446	1e-06	0.911443832035911
Zm00001d033636	0.674255	0.044893	0.719152490547182
Zm00001d033637	0.841897	0.000709	0.842615195178328
Zm00001d033640	0.300717	2e-06	0.300721550899765
Zm00001d033641	0.711696	0.031045	0.742726493283795
Zm00001d033642	0.345244	3e-06	0.345209075567223
Zm00001d033645	0.528377	4e-06	0.528321925890961
Zm00001d033646	0.439042	3e-06	0.438998737904922
Zm00001d033647	0.413121	3e-06	0.413209898522343
Zm00001d033648	0.38726	0.100316	0.487588797256471
Zm00001d033649	0.67665	0.00644	0.683084954112992
Zm00001d033650	0.690405	1e-06	0.690412263162906
Zm00001d033651	0.81888	0.02383	0.842714141458489
Zm00001d033652	0.713188	0.068539	0.781731253145445
Zm00001d033654	0.789792	0.017759	0.807546037797927
Zm00001d033655	0.268258	0.121258	0.389521640091116
Zm00001d033657	0.742505	0.213507	0.956011681395554
Zm00001d033662	0.762103	0.00022	0.762322811086996
Zm00001d033664	0.192421	0.351989	0.544422546314545
Zm00001d033665	0.514719	0.00495	0.519659986703391
Zm00001d033666	0.664039	2e-06	0.664040991128786
Zm00001d033668	0.614798	2e-06	0.614797488612582
Zm00001d033669	0.380809	5e-06	0.380770596590909
Zm00001d033670	0.816004	1e-06	0.816002836078596
Zm00001d033671	0.674671	3e-06	0.67467416498841
Zm00001d033674	0.519411	3e-06	0.519412878787879
Zm00001d033675	0.401564	0.114524	0.516064932285775
Zm00001d033680	0.50279	0.135256	0.63803471368047
Zm00001d033681	0.73605	1e-06	0.736051309178795
Zm00001d033682	0.717926	0.012701	0.730604625751229
Zm00001d033683	0.731195	2e-06	0.731197122110452
Zm00001d033684	0.722824	2e-06	0.722821684326496
Zm00001d033699	0.613091	2e-06	0.613092817683606
Zm00001d033700	0.562741	2e-06	0.56274323491305
Zm00001d033704	0.77112	0.024228	0.7953470866364
Zm00001d033705	0.678031	0.115379	0.793423597678917
Zm00001d033706	0.548017	0.004357	0.552367218639619
Zm00001d033707	0.768368	0.047066	0.81543062200957
Zm00001d033708	0.882927	1e-06	0.882929012621968
Zm00001d033709	0.737088	0.015764	0.75285042582857
Zm00001d033710	0.250201	2e-06	0.250203036971944
Zm00001d033711	0.619117	0.071183	0.690300323466019
Zm00001d033714	0.615423	0.008345	0.623769012632122
Zm00001d033717	0.724068	0.011836	0.735925780897015
Zm00001d033718	0.634588	0.012233	0.646820893982746
Zm00001d033719	0.82285	2e-06	0.82285286889625
Zm00001d033727	0.797353	1e-06	0.797350013451708
Zm00001d033730	0.625851	0.049972	0.67581989429462
Zm00001d033731	0.131451	0.038948	0.170397290186184
Zm00001d033734	0.681589	0.0033	0.684874573252189
Zm00001d033737	0.81524	0.018527	0.833767815862562
Zm00001d033738	0.331647	2e-06	0.331647323419722
Zm00001d033741	0.525547	0.040644	0.566191228594611
Zm00001d033742	0.738062	1e-06	0.738065900870464
Zm00001d033744	0.300118	0.022355	0.32253230942124
Zm00001d033745	0.678991	0.062517	0.741537886922826
Zm00001d033746	0.728379	0.023145	0.751523533733846
Zm00001d033747	0.587886	3e-06	0.587889730939423
Zm00001d033749	0.614489	2e-06	0.614486897258828
Zm00001d033750	0.675264	0.000348	0.675617135391597
Zm00001d033751	0.558298	4e-06	0.558303067769106
Zm00001d033752	0.291878	0.021296	0.313174875545609
Zm00001d033753	0.820371	1e-06	0.820364436367115
Zm00001d033764	0.311921	3e-06	0.311958830256494
Zm00001d033766	0.648389	1e-06	0.648385806173637
Zm00001d033767	0.605484	0.394515	0.99999885260661
Zm00001d033769	0.633533	1e-06	0.633533695590254
Zm00001d033775	0.725839	5e-06	0.725844260493737
Zm00001d033776	0.79287	0.044444	0.837312957656797
Zm00001d033777	0.566391	1e-06	0.566390565772849
Zm00001d033778	0.40543	5e-06	0.405423753037016
Zm00001d033780	0.673427	0.026343	0.699732392652962
Zm00001d033782	0.676259	1e-06	0.676260496700457
Zm00001d033783	0.628466	0.028423	0.656889602983787
Zm00001d033786	0.843561	1e-06	0.843557561227848
Zm00001d033787	0.712872	0.028395	0.741285552208442
Zm00001d033788	0.785227	0.01008	0.795303700724055
Zm00001d033792	0.460721	1e-06	0.46071926877189
Zm00001d033793	0.805118	0.014778	0.819896588269299
Zm00001d033794	0.36943	5e-06	0.369427706007642
Zm00001d033795	0.652784	0.009284	0.662099396191361
Zm00001d033797	0.743823	0.001325	0.745148392106644
Zm00001d033798	0.614501	4e-06	0.61449034668881
Zm00001d033799	0.820264	0.032333	0.852595619264519
Zm00001d033800	0.782177	2e-06	0.782176617920336
