Trait	Var(add)	Var(dom)	h2
Zm00001d000824	0.434641	2e-06	0.434642705705335
Zm00001d000825	0.512009	1e-06	0.512010793476455
Zm00001d000826	0.096035	0.141344	0.237379217967546
Zm00001d000834	0.815422	0.027333	0.842755597514485
Zm00001d000838	0.275559	2e-06	0.275560832692147
Zm00001d000840	0.435104	0.006858	0.441961705219979
Zm00001d000843	0.76779	0.037679	0.805468806774964
Zm00001d000849	0.764302	0.013252	0.77755186151944
Zm00001d000874	0.731252	1e-06	0.731252858600429
Zm00001d000896	0.153434	1e-06	0.153434988932824
Zm00001d000909	0.738086	1e-06	0.738086537670333
Zm00001d000914	0.667072	1e-06	0.667074549467214
Zm00001d000930	0.555639	0.152424	0.708063388823107
Zm00001d000942	0.674289	0.113678	0.787967339028857
Zm00001d000967	0.633023	1e-06	0.633021739242769
Zm00001d000970	0.280889	2e-06	0.280890292350005
Zm00001d000977	0.711979	0.104657	0.816636826943896
Zm00001d000978	0.733575	0.079665	0.813239744182117
Zm00001d000982	0.767699	0.049466	0.817165550934238
Zm00001d000985	0.04611	0.045299	0.0914091058272315
Zm00001d000986	0.282556	1e-06	0.28255708371167
Zm00001d000992	0.498409	1e-06	0.498410140434667
Zm00001d001006	0.479475	0.056058	0.535516498730867
Zm00001d001012	0.824717	0.063021	0.887737684266206
Zm00001d001022	0.723038	1e-06	0.723039527414938
Zm00001d001023	0.643768	0.013542	0.657308912935418
Zm00001d001029	0.783845	0.026874	0.810718760404085
Zm00001d001043	0.106085	0.144605	0.250688566936465
Zm00001d001061	0.738548	0.035766	0.774314256584119
Zm00001d001078	0.751989	0.076405	0.828394166008968
Zm00001d001080	0.728252	0.010113	0.738369692573788
Zm00001d001082	0.628011	2e-06	0.628014956262068
Zm00001d001083	0.526733	1e-06	0.526731069589865
Zm00001d001087	0.447431	0.022951	0.470386783370446
Zm00001d001140	0.735853	0.021138	0.756991419794345
Zm00001d001155	0.189805	1e-06	0.189806161063617
Zm00001d001163	0.655653	1e-06	0.655654753023389
Zm00001d001166	0.745308	1e-06	0.745308116811664
Zm00001d001167	0.452785	2e-06	0.452786963543416
Zm00001d001172	0.461233	1e-06	0.461235228305713
Zm00001d001180	0.055868	1e-06	0.0558691902475409
Zm00001d001206	0.759724	0.01526	0.774983052999759
Zm00001d001217	0.387223	0.038735	0.425958689125434
Zm00001d001230	0.317227	0.062221	0.379441760986428
Zm00001d001240	0.859587	1e-06	0.859588033194478
Zm00001d001248	0.699488	0.196609	0.896097475296153
Zm00001d001250	0.522311	0.126572	0.648883281702808
Zm00001d001256	0.160523	1e-06	0.160523841557205
Zm00001d001267	0.835992	0.035808	0.871800041592485
Zm00001d001276	0.67206	0.026552	0.698610503813827
Zm00001d001282	0.347837	0.126744	0.474581076992975
Zm00001d001291	0.362244	0.105822	0.468064039910405
Zm00001d001304	0.558312	1e-06	0.558312469003472
Zm00001d001307	0.236782	0.032543	0.269324060892555
Zm00001d001311	0.648742	2e-06	0.6487430925597
Zm00001d001312	0.207356	1e-06	0.207357859531773
Zm00001d001319	0.401794	0.083238	0.485030641234663
Zm00001d001349	0.498215	1e-06	0.498215036571179
Zm00001d001358	0.597131	1e-06	0.597132255221113
Zm00001d001362	0.161093	1e-06	0.161093959696405
Zm00001d001374	0.454218	0.041264	0.495481961117239
Zm00001d001393	0.608951	1e-06	0.60895252059166
Zm00001d001394	0.258094	0.007281	0.265376132203276
Zm00001d001398	0.561412	1e-06	0.561413370506115
Zm00001d001399	0.825924	0.001683	0.827606901725431
Zm00001d001414	0.408174	0.076148	0.484321634647798
Zm00001d001416	0.746517	0.036941	0.783458744227959
Zm00001d001425	0.808348	0.062595	0.870943756493011
Zm00001d001432	0.80179	0.022476	0.824266754715158
Zm00001d001440	0.688233	1e-06	0.688233702190299
Zm00001d001456	0.72594	1e-06	0.725939204065264
Zm00001d001460	0.094129	0.087389	0.181517947766769
Zm00001d001471	0.425533	3e-06	0.425539977264115
Zm00001d001472	0.866653	1e-06	0.866652943401104
Zm00001d001475	0.165153	2e-06	0.165151682381508
Zm00001d001476	0.51077	1e-06	0.510771449114525
Zm00001d001489	0.261069	0.255402	0.516472817978098
Zm00001d001490	0.841168	0.050723	0.891892123360996
Zm00001d001491	0.54516	2e-06	0.545162030242223
Zm00001d001492	0.485212	0.177718	0.662929881337648
Zm00001d001497	0.436172	0.05159	0.487762444470719
Zm00001d001500	0.39321	0.181943	0.575152982213468
Zm00001d001513	0.143364	1e-06	0.143364365623364
Zm00001d001520	0.707233	0.018535	0.725765773004437
Zm00001d001527	0.607794	1e-06	0.607794681821265
Zm00001d001547	0.657046	0.033669	0.690716263672886
Zm00001d001548	0.746497	1e-06	0.746498085316018
Zm00001d001549	0.109534	0.019722	0.129255326917179
Zm00001d001551	0.760629	0.001363	0.761990448849146
Zm00001d001555	1e-06	0.038091	0.0380937316003621
Zm00001d001563	0.377148	0.100793	0.477941660539221
Zm00001d001566	0.160131	0.103251	0.263383699128709
Zm00001d001568	0.118983	0.02171	0.140691878671089
Zm00001d001569	0.534894	0.011584	0.546478556138539
Zm00001d001575	0.376764	4e-06	0.376766328201234
Zm00001d001580	0.67522	1e-06	0.675221927541014
Zm00001d001600	0.563431	0.079557	0.642987315171223
Zm00001d001603	0.29505	2e-06	0.295052875742006
Zm00001d001609	0.519885	0.073337	0.59322211661368
Zm00001d001612	0.238922	1e-06	0.238922737058352
Zm00001d001615	0.223589	0.001447	0.225037098297291
Zm00001d001628	0.66695	0.015407	0.682355727126301
Zm00001d001633	0.466825	0.052711	0.519535527844725
Zm00001d001642	1e-06	0.032637	0.0326381347394314
Zm00001d001644	0.397573	0.043721	0.441293498423132
Zm00001d001656	0.812459	0.03302	0.845479862279464
Zm00001d001666	0.221955	1e-06	0.22195579511976
Zm00001d001673	0.579283	1e-06	0.579284494068975
Zm00001d001677	0.366711	1e-06	0.366712759184847
Zm00001d001686	0.090886	0.173738	0.264624560448682
Zm00001d001688	0.382933	0.053732	0.436664955671948
Zm00001d001691	0.15476	0.052897	0.207658340301003
Zm00001d001700	0.759524	0.006741	0.766265414334872
Zm00001d001709	0.6694	1e-06	0.669401268476324
Zm00001d001711	0.654244	0.120414	0.774657698774922
Zm00001d001721	0.023586	1e-06	0.0235869439073955
Zm00001d001725	0.499361	0.180981	0.680342855203968
Zm00001d001730	0.387694	0.059991	0.447685517169118
Zm00001d001745	0.146051	0.05539	0.201441404768293
Zm00001d001747	0.800507	1e-06	0.800508126806556
Zm00001d001754	0.472279	1e-06	0.472279836610299
Zm00001d001756	0.425142	2e-06	0.425142697551013
Zm00001d001763	0.481246	2e-06	0.481239448891793
Zm00001d001765	0.758518	2e-06	0.758526830352183
Zm00001d001766	0.596313	0.011898	0.608207164361447
Zm00001d001767	0.785781	1e-06	0.78578442177825
Zm00001d001770	0.823408	1e-06	0.823409237858897
Zm00001d001771	0.857609	0.024192	0.881796412688849
Zm00001d001772	0.230303	0.046232	0.2765317328961
Zm00001d001773	0.36495	0.197358	0.562313805158539
Zm00001d001774	0.353767	0.097103	0.450872348592727
Zm00001d001776	0.20343	2e-06	0.203431987711707
Zm00001d001779	0.486384	3e-06	0.486392132479193
Zm00001d001780	0.457686	3e-06	0.457666631344707
Zm00001d001781	0.823416	2e-06	0.823413930330607
Zm00001d001784	0.780141	2e-06	0.780133297005009
Zm00001d001785	0.431067	0.000994	0.432057957889971
Zm00001d001786	0.772151	2e-06	0.77213885489792
Zm00001d001787	0.650029	0.09926	0.749225651026729
Zm00001d001788	0.673385	3e-06	0.673399558498896
Zm00001d001789	0.797577	1e-06	0.797558675874723
Zm00001d001790	0.467575	3e-06	0.467533852223051
Zm00001d001791	0.808116	0.013609	0.821724148659791
Zm00001d001792	0.724652	0.045492	0.770143620224296
Zm00001d001797	0.738583	1e-06	0.738580841225554
Zm00001d001798	0.706897	0.035036	0.741935483870968
Zm00001d001799	0.679148	1e-06	0.679143596976906
Zm00001d001800	0.746544	1e-06	0.746538976827271
Zm00001d001802	0.644333	1e-06	0.644334801762115
Zm00001d001803	0.881134	1e-06	0.88114036654639
Zm00001d001804	0.708187	0.014661	0.722846173167318
Zm00001d001806	0.759602	4e-06	0.759614956764213
Zm00001d001807	0.54553	1e-06	0.545532209181702
Zm00001d001808	0.448838	2e-06	0.448841306410083
Zm00001d001809	0.914521	1e-06	0.914513274336283
Zm00001d001810	0.118422	0.078202	0.196624395853349
Zm00001d001811	0.784335	1e-06	0.784335152731686
Zm00001d001812	0.64551	2e-06	0.645509539320614
Zm00001d001813	0.866739	1e-06	0.866740494647471
Zm00001d001814	0.599303	2e-06	0.599308407175276
Zm00001d001817	0.749586	0.053985	0.803569994976684
Zm00001d001818	0.569295	0.161652	0.73094681834584
Zm00001d001819	0.756616	1e-06	0.756618322388788
Zm00001d001820	0.459696	2e-06	0.459696749791089
Zm00001d001824	0.816502	1e-06	0.816505491926282
Zm00001d001825	0.581861	2e-06	0.581869290231904
Zm00001d001826	0.778714	0.044021	0.822734049466723
Zm00001d001827	0.846238	0.006454	0.852691921648162
Zm00001d001828	0.717786	4e-06	0.717797767625865
Zm00001d001829	0.488371	1e-06	0.48837178650745
Zm00001d001830	0.416933	0.020526	0.437446672354949
Zm00001d001831	0.826412	2e-06	0.826412756774039
Zm00001d001832	0.530544	3e-06	0.530541295933871
Zm00001d001834	0.893252	1e-06	0.893253863393914
Zm00001d001835	0.595517	0.031677	0.627194519054848
Zm00001d001837	0.518437	3e-06	0.518423656790267
Zm00001d001838	0.685305	1e-06	0.685305679850459
Zm00001d001839	0.656038	2e-06	0.656036967989422
Zm00001d001841	0.809041	0.036758	0.845798982999838
Zm00001d001842	0.396868	1e-06	0.396868746321365
Zm00001d001843	0.263341	4e-06	0.263342172334784
Zm00001d001844	0.611497	2e-06	0.611505942899154
Zm00001d001845	0.020909	1e-06	0.0209046442638728
Zm00001d001846	0.834085	0.036684	0.870758606109721
Zm00001d001847	0.831428	1e-06	0.831425036553818
Zm00001d001848	0.81134	4e-06	0.811343296550526
Zm00001d001849	0.877332	1e-06	0.877328227303045
Zm00001d001852	0.534777	0.047277	0.582052203419969
Zm00001d001855	0.8172	1e-06	0.817200909902233
Zm00001d001856	0.874913	1e-06	0.874912806405659
Zm00001d001857	0.885837	2e-06	0.885839037591249
Zm00001d001858	0.622214	0.017455	0.639669032901753
Zm00001d001859	0.639187	0.071572	0.710673928948866
Zm00001d001860	0.727975	2e-06	0.727968991283981
Zm00001d001861	0.682899	1e-06	0.682906322255179
Zm00001d001862	0.81574	2e-06	0.81574193773042
Zm00001d001864	0.861789	1e-06	0.861789875743364
Zm00001d001865	0.46293	1e-06	0.462930947906056
Zm00001d001866	0.729469	2e-06	0.729476811071619
Zm00001d001868	0.758269	1e-06	0.758290816326531
Zm00001d001869	0.615194	2e-06	0.615193474031812
Zm00001d001870	0.655326	2e-06	0.655323948043867
Zm00001d001871	0.829514	0.006509	0.836023010006392
Zm00001d001877	0.694988	1e-06	0.694996792815908
Zm00001d001879	0.757693	0.014544	0.772246941045606
Zm00001d001880	0.462571	0.00545	0.468022915935929
Zm00001d001881	0.740646	3e-06	0.740635318228396
Zm00001d001882	0.903272	1e-06	0.903273156983483
Zm00001d001884	0.60218	4e-06	0.602216748768473
Zm00001d001894	0.474201	0.041558	0.515758387528846
Zm00001d001895	0.819536	1e-06	0.819522290247478
Zm00001d001896	0.712395	0.000919	0.713294201634013
Zm00001d001897	0.118563	1e-06	0.118579826732673
Zm00001d001898	0.595474	2e-06	0.595491083803012
Zm00001d001899	0.831939	1e-06	0.8319372168207
Zm00001d001900	0.836936	1e-06	0.836936129039871
Zm00001d001901	0.509416	2e-06	0.509423113780106
Zm00001d001902	0.787272	0.019328	0.806601948577257
Zm00001d001903	0.920898	0.003112	0.924002513102329
Zm00001d001905	0.50393	0.050967	0.554889839911238
Zm00001d001907	0.515691	0.08241	0.598100851122453
Zm00001d001908	0.786415	0.04095	0.827384114756276
Zm00001d001909	0.74101	2e-06	0.741003608524891
Zm00001d001910	0.680854	0.030902	0.711757170377759
Zm00001d001911	0.749662	1e-06	0.749663350827112
Zm00001d001913	0.654936	3e-06	0.65495867768595
Zm00001d001914	0.841433	2e-06	0.841437130123475
Zm00001d001915	0.681249	0.061123	0.74237206873547
Zm00001d001916	0.751929	1e-06	0.751929749699617
Zm00001d001917	0.858466	1e-06	0.85846721940751
Zm00001d001923	0.86643	1e-06	0.866430207238689
Zm00001d001924	0.809391	0.009919	0.81930901052018
Zm00001d001928	0.769142	2e-06	0.769137123252296
Zm00001d001929	0.896716	0.00512	0.901838559375393
Zm00001d001932	0.879553	1e-06	0.879543570921146
Zm00001d001933	0.661828	4e-06	0.661814818420796
Zm00001d001935	0.891351	1e-06	0.891349426816386
Zm00001d001936	0.687954	1e-06	0.68795435318418
Zm00001d001937	0.541057	1e-06	0.541073252809326
Zm00001d001939	0.756666	1e-06	0.75666585763323
Zm00001d001940	0.693835	0.01401	0.707843412375474
Zm00001d001941	0.886209	0.038045	0.924250930488845
Zm00001d001943	0.618751	0.034109	0.652858188974576
Zm00001d001944	0.710069	1e-06	0.710069859162879
Zm00001d001945	0.50123	1e-06	0.501224792070183
Zm00001d001946	0.553744	2e-06	0.553742640874685
Zm00001d001947	0.786336	0.007302	0.793640389891291
Zm00001d001949	0.46723	0.052405	0.519622009016299
Zm00001d001951	0.52933	0.086893	0.616225992593231
Zm00001d001952	0.457735	0.089107	0.546790288363322
Zm00001d001959	0.743561	0.009187	0.752732340644026
Zm00001d001960	0.796523	2e-06	0.796525423728813
Zm00001d001961	0.426387	1e-06	0.426387414390521
Zm00001d001962	0.859431	0.001311	0.860714285714286
Zm00001d001963	0.298494	1e-06	0.298494797114783
Zm00001d001964	0.580286	0.009446	0.589731326082259
Zm00001d001966	0.720685	0.012554	0.733247422680412
Zm00001d001967	0.933231	0.002167	0.935391320386095
Zm00001d001968	0.847271	3e-06	0.847248867016988
Zm00001d001970	0.396232	1e-06	0.396231641211588
Zm00001d001972	0.631879	1e-06	0.631881258577746
Zm00001d001973	0.839638	0.008768	0.848399196605525
Zm00001d001974	0.474373	2e-06	0.474375765769572
Zm00001d001976	0.450764	3e-06	0.450766618161913
Zm00001d001978	0.757443	3e-06	0.757459784062976
Zm00001d001979	0.539836	3e-06	0.539824020111987
Zm00001d001980	0.180974	1e-06	0.180972515856237
Zm00001d001982	0.795651	0.020039	0.815688904404064
Zm00001d001983	0.563322	0.028356	0.59165899596403
Zm00001d001984	0.83598	0.043424	0.879402468739263
Zm00001d001987	0.846132	1e-06	0.84613214012174
Zm00001d001988	0.580151	2e-06	0.58014652014652
Zm00001d001989	0.648186	2e-06	0.648191407090864
Zm00001d001990	0.667509	0.020294	0.687803379301171
Zm00001d001994	0.703362	1e-06	0.703354377424507
Zm00001d001995	0.778852	0.048455	0.827301433082341
Zm00001d001996	0.380319	0.076942	0.457260174760579
Zm00001d001997	0.344038	2e-06	0.344030509002231
Zm00001d001999	0.777297	0.014025	0.79132527889645
Zm00001d002000	0.888231	1e-06	0.88823314054332
Zm00001d002001	0.83856	1e-06	0.838556199930562
Zm00001d002003	0.750671	3e-06	0.750653672450677
Zm00001d002004	0.665494	2e-06	0.665491833633427
Zm00001d002005	0.24069	0.003431	0.244123053501875
Zm00001d002006	0.665397	0.08963	0.755052846282218
Zm00001d002012	0.718579	0.028163	0.746727570220889
Zm00001d002013	0.532905	2e-06	0.532907993066708
Zm00001d002014	0.126988	0.025655	0.152643278151345
Zm00001d002016	0.454337	0.073999	0.528337073563172
Zm00001d002018	0.298126	1e-06	0.298127541379583
Zm00001d002019	0.824181	0.036774	0.860954661869102
Zm00001d002020	0.739614	0.012325	0.751947514628524
Zm00001d002021	0.634795	4e-06	0.634801435165057
Zm00001d002022	0.720863	0.014824	0.735733174102192
Zm00001d002024	0.55151	4e-06	0.551425377305757
Zm00001d002025	0.646082	0.058108	0.704187099850157
Zm00001d002026	0.588215	0.016383	0.604586260733802
Zm00001d002027	0.837938	1e-06	0.837946268656716
Zm00001d002028	0.637039	6e-04	0.637622487003726
Zm00001d002029	0.75459	2e-06	0.754598449261418
Zm00001d002031	0.60455	1e-06	0.604551018547707
Zm00001d002032	0.802623	1e-06	0.802624671916011
Zm00001d002033	0.868956	0.013384	0.882344181890943
Zm00001d002034	0.764842	0.021386	0.786222838650023
Zm00001d002035	0.763961	2e-06	0.763962922036654
Zm00001d002036	0.719336	0.004098	0.723421329348608
Zm00001d002038	0.742694	0.039886	0.782580781340698
Zm00001d002039	0.857639	1e-06	0.85763966189838
Zm00001d002042	0.613098	1e-06	0.613098919438839
Zm00001d002046	0.825623	0.109302	0.93492315954722
Zm00001d002051	0.662499	0.039363	0.701863076200487
Zm00001d002052	0.617248	0.004856	0.622105191800903
Zm00001d002053	0.879728	1e-06	0.879725949186412
Zm00001d002054	0.561835	1e-06	0.561826663598519
Zm00001d002055	0.287966	1e-06	0.287966991483778
Zm00001d002056	0.443387	0.012072	0.455455724635389
Zm00001d002058	0.767622	1e-06	0.767618402101161
Zm00001d002063	0.817495	1e-06	0.817497769004029
Zm00001d002064	0.775663	4e-06	0.775672663588601
Zm00001d002065	0.825383	3e-06	0.825373742074341
Zm00001d002066	0.870829	1e-06	0.870828131959987
Zm00001d002067	0.726417	0.035539	0.761956728654794
Zm00001d002068	0.657709	2e-06	0.657705597788528
Zm00001d002069	0.610045	2e-06	0.61004670430494
Zm00001d002071	0.712641	0.047618	0.76025915462969
Zm00001d002072	0.537596	2e-06	0.537597877066689
Zm00001d002074	0.461468	1e-06	0.461470131375396
Zm00001d002075	0.734612	2e-06	0.734614769110404
Zm00001d002080	0.796264	0.013113	0.809377787689563
Zm00001d002082	0.694247	1e-06	0.694241164831628
Zm00001d002083	0.120491	2e-06	0.120494190077373
Zm00001d002084	0.6677	1e-06	0.667690342982243
Zm00001d002085	0.815314	1e-06	0.815318391589578
Zm00001d002086	0.59852	0.011776	0.610293274194165
Zm00001d002087	0.743923	1e-06	0.743926867465492
Zm00001d002088	0.364265	0.083995	0.448259457057969
Zm00001d002089	0.642887	4e-06	0.642901158491496
Zm00001d002090	0.60927	0.06032	0.669579898698977
Zm00001d002091	0.508709	0.008641	0.517376427423012
Zm00001d002093	0.793352	0.053836	0.847187141677291
Zm00001d002094	0.803227	0.037713	0.84094040801718
Zm00001d002095	0.655352	2e-06	0.655348373235114
Zm00001d002096	0.519472	2e-06	0.519470339238552
Zm00001d002097	0.651009	0.16725	0.818258681095556
Zm00001d002098	0.400867	1e-06	0.400866502108403
Zm00001d002099	0.743577	0.004436	0.747978067169294
Zm00001d002100	0.19699	0.325524	0.522515056936259
Zm00001d002103	0.611751	0.05534	0.667065377123133
Zm00001d002104	0.785954	0.025195	0.811122804709597
Zm00001d002105	0.824282	2e-06	0.824288894385357
Zm00001d002109	0.567518	1e-06	0.567518597774774
Zm00001d002110	0.654345	0.004571	0.658915802852115
Zm00001d002111	0.815966	0.001293	0.817259417697501
Zm00001d002113	0.855397	1e-06	0.855397867299047
Zm00001d002115	0.817856	0.015151	0.833005549715732
Zm00001d002119	0.913198	0.006192	0.919385911103006
Zm00001d002121	0.647935	2e-06	0.647939903350663
Zm00001d002122	0.723794	0.050684	0.774475199702768
Zm00001d002125	0.85205	2e-06	0.852057697312168
Zm00001d002126	0.470854	3e-06	0.470843756338314
Zm00001d002127	0.313736	0.184856	0.498589612496033
Zm00001d002128	0.69173	0.02755	0.719280032975589
Zm00001d002129	0.811504	0.022841	0.834356359676262
Zm00001d002130	0.879319	0.022282	0.901598040908592
Zm00001d002131	0.837412	0.004091	0.84150288446097
Zm00001d002132	0.594977	1e-06	0.594979043008081
Zm00001d002133	0.372877	0.009206	0.382083064626697
Zm00001d002135	0.898081	0.011123	0.909201697435711
Zm00001d002136	0.216854	1e-06	0.21685621056871
Zm00001d002137	0.750032	1e-06	0.750033146507563
Zm00001d002139	0.673981	0.050565	0.724545044180032
Zm00001d002140	0.348128	0.011917	0.360040021550065
Zm00001d002141	0.69993	2e-06	0.699919871794872
Zm00001d002143	0.809157	0.00504	0.814204378848597
Zm00001d002144	0.431759	0.021601	0.453360381340514
Zm00001d002145	0.838377	0.033005	0.871376183876184
Zm00001d002146	0.831664	1e-06	0.831665918380437
Zm00001d002147	0.799278	0.044733	0.844011222630376
Zm00001d002148	0.514849	2e-06	0.514881554970642
Zm00001d002149	0.627182	0.075096	0.702299936988028
Zm00001d002153	0.805696	0.056197	0.861898320176715
Zm00001d002154	0.480835	2e-06	0.480829557337051
Zm00001d002155	0.692774	0.028762	0.721552450396537
Zm00001d002156	0.85368	1e-06	0.853664682962762
Zm00001d002157	0.475822	1e-06	0.47582258449779
Zm00001d002158	0.69735	0.027753	0.725102796208891
Zm00001d002159	0.822477	0.006225	0.828701366709283
Zm00001d002160	0.733374	0.094746	0.828121121369602
Zm00001d002161	0.532987	0.079936	0.612922008003822
Zm00001d002163	0.832803	0.00285	0.835661268997657
Zm00001d002164	0.795001	0.045933	0.840935031918266
Zm00001d002166	0.691079	3e-06	0.691070137382502
Zm00001d002167	0.715	0.000115	0.715115443571566
Zm00001d002168	0.738212	2e-06	0.738211287603896
Zm00001d002169	0.884085	2e-06	0.884082154332274
Zm00001d002172	0.703326	0.003861	0.707184247236828
Zm00001d002174	0.891777	0.027252	0.919029099503545
Zm00001d002175	0.820497	0.026699	0.847192692337979
Zm00001d002178	0.57076	2e-06	0.570760667903525
Zm00001d002181	0.849183	0.024901	0.874084301902182
Zm00001d002184	0.722934	0.000887	0.723827787381158
Zm00001d002185	0.817346	0.018189	0.835539311793908
Zm00001d002186	0.820074	3e-06	0.820072773912922
Zm00001d002188	0.45492	0.025522	0.480442259842904
Zm00001d002190	0.780478	2e-06	0.78048518100156
Zm00001d002191	0.789827	1e-06	0.789828549412445
Zm00001d002192	0.466368	1e-06	0.466367696343249
