Gene	Median_FPKM	Mean_FPKM
ENSRNA049461468	0.538370845357899	0.727772620971532
ENSRNA049461479	1.00282416477819	1.37472995446073
ENSRNA049461505	0.985212920530814	1.60297163222861
ENSRNA049461520	0.566440002301106	0.749213966560706
ENSRNA049461556	5.00044794012648	5.1011857639372
ENSRNA049461578	3.74846599183425	3.84785828285155
ENSRNA049461590	3.72460321551557	3.64620255008707
ENSRNA049461612	4.0499895205364	4.43275760740881
ENSRNA049461634	5.8459726689416	6.13885111533941
ENSRNA049461681	0.575699316539386	0.6142223710867
ENSRNA049461704	0.333157899046853	0.486417500022986
ENSRNA049461717	1.35858288987858	1.52267769587785
ENSRNA049461732	2.53886979619447	4.05239448207827
ENSRNA049461747	11.0544954429868	11.4468328390992
ENSRNA049461765	2.43841419446152	2.59705988821418
ENSRNA049461861	0.609957873113104	0.920254314713827
ENSRNA049462071	0.291842241883641	0.445265252398788
ENSRNA049462239	0.295209827764565	0.295209827764565
ENSRNA049462250	0.241911321345112	0.323786851472436
ENSRNA049462284	0.409968627921489	0.573895171310713
ENSRNA049462318	0.524502713954498	0.722605744183411
ENSRNA049462331	0.267465735028877	0.933987333793456
ENSRNA049462348	0.282817505115955	0.346949468981184
ENSRNA049462555	NA	NA
ENSRNA049462609	NA	NA
ENSRNA049462656	NA	NA
ENSRNA049462687	0.353967017654167	0.353967017654167
ENSRNA049462736	0.777711660662972	0.676865245392745
ENSRNA049462923	NA	NA
ENSRNA049463024	2.74643337127629	2.83796235847955
ENSRNA049463047	2.24662913602051	2.53671337341927
ENSRNA049463067	4.59629476748334	4.74517682940573
ENSRNA049463085	4.15133277941615	4.40718531577093
ENSRNA049463137	0.773540673151936	0.782946955524332
ENSRNA049463233	0.454483414467138	0.394221336711192
ENSRNA049463586	3.65429556064747	3.92672019005628
ENSRNA049463630	3.57354930671483	3.83778890220433
ENSRNA049463667	0.247773456554185	0.499224810977625
ENSRNA049463738	7.14194994664616	6.78090525586309
ENSRNA049463761	10.6167829906527	11.0742326937335
ENSRNA049463774	7.05971273377221	7.64526775385114
ENSRNA049463790	0.336122582327343	0.318084079984613
ENSRNA049463813	3.56422454804269	5.55985271019088
ENSRNA049463828	0.361355791815568	0.575609189467968
ENSRNA049463846	2.74317884457197	4.69046704768769
ENSRNA049463865	0.380442323451099	0.533699237520536
ENSRNA049464122	0.59913233128995	0.776142485531156
ENSRNA049464139	0.838125036521282	1.03232312345822
ENSRNA049464241	NA	NA
ENSRNA049464595	0.343546862385519	6.09895940023608
ENSRNA049464622	0.395668834839559	5.39924282705094
ENSRNA049464940	0.241966013034978	0.241966013034978
ENSRNA049464954	0.483216042593244	0.518992876715882
ENSRNA049464979	9.11204322727911	9.97080072610672
ENSRNA049464994	0.574567025774473	0.758300802422817
ENSRNA049465015	0.523681384214917	0.514832951021891
ENSRNA049465074	0.2361949191877	0.2361949191877
ENSRNA049465110	0.190319465369068	0.190319465369068
ENSRNA049465132	1.35490431632634	1.575146267569
ENSRNA049465220	5.76712743463877	5.7934113308447
ENSRNA049465281	2.59203338874932	3.20324275289653
ENSRNA049465355	1.6779550627414	2.02297540416145
ENSRNA049465399	5.03970617343797	6.12908980638106
ENSRNA049465410	27.8626487819007	32.2072747136796
