line	AGY	EH	ERN	KR	PH
Lx9801/A619	171.1508999	131.9349898	16.82390706	34.78636257	313.0782989
Lx9801/PHG35	178.4827645	125.4147967	14.59938382	37.12839027	298.6668231
M101/E601	170.0757251	154.443396	18.12793793	38.80338476	330.7740226
M101/Q1261	163.3309105	144.9503945	14.98292231	35.55715649	303.2010459
M101/SC24-1	169.6631738	142.5860898	16.05683008	37.57307907	314.79337
M22/PHG71	172.4675568	122.6668226	14.13913764	39.54453276	298.0050717
M22/PHWG5	193.8662396	149.6469321	14.90621462	41.75315382	345.0384425
M3/PHK93	181.449281	147.3008614	14.90621462	41.84209158	334.9227765
M3/SC-14	162.7103045	145.4126365	16.8651112	37.65104733	336.1880731
M3/zhong451	171.0936439	144.5065917	15.82670699	37.98812195	308.8470232
MBUB/75-364	170.0033544	114.9109491	15.5198762	35.51268761	296.9966319
MBUB/chang69	155.3680506	102.2568694	17.89781483	33.2892436	309.867579
MBUB/S311	179.8048232	115.6719794	18.51147641	36.55029482	296.4119664
MDF-13D/8982	188.2055829	163.5752179	14.74892526	44.57441056	312.7989531
MDF-13D/HB8229	203.3350281	134.0084612	14.75279922	44.0655356	307.9803619
mei68113/2005	163.9360374	171.630725	18.9717226	40.37461853	334.8180592
mei68113/20837	178.1011432	141.3030834	17.97452253	40.52284813	317.637031
MM402A/4722	188.1248502	108.3523756	18.8950149	36.5947637	306.730387
MM402A/DF27	189.2371901	128.3626235	16.74719936	35.82396978	318.8379874
MO113/7903E	166.4154602	127.3383786	16.14050122	38.48927201	281.7063788
MP/A619	186.8496761	135.8570983	16.36366088	41.16023542	305.0147351
MP/BCC03	151.0260837	135.5573193	16.05683008	37.48414131	305.9705983
MP/dan598	197.5409598	167.0341137	19.2018457	40.33014965	330.6269667
MP/H114	130.2923825	142.3272675	14.71750953	34.46328393	288.2776286
MP/HBAI	179.5895684	151.5705139	18.12793793	41.30846502	325.4555018
MP/IBB14	154.3888718	163.3368395	16.13353778	38.38834187	316.1664723
MP/longkang1	134.5478919	147.8431753	18.62471962	39.48638928	317.0425966
MP/Lp215D	169.5956262	156.0422173	16.44036857	38.32905003	308.7646599
MP/M3736	140.7507959	178.0759733	15.4431685	39.61864756	332.685749
MP/MDF-13D	171.2593434	148.4267184	14.86730387	42.31936058	327.6183231
MP/MM402A	195.2856692	140.4037464	19.81550728	40.12262821	318.0291801
MP/PHT69	152.9311603	141.5279176	15.90341469	36.83193106	299.7207236
MP/Sg1533	158.1802771	159.889381	16.44036857	40.15227413	318.4703477
Ms71/fu96	171.5171914	122.94162	16.51707627	38.01776787	292.9561533
Ms71/L139	162.402467	101.3734248	16.48000935	36.78654434	291.0990803
Ms71/PHG47	155.1261963	110.1379606	16.02566958	38.15616679	284.0497295
N68a/7903E	175.2676801	147.5734607	17.82110713	35.67574017	295.8972708
N68a/9710	150.3505492	140.9408504	15.01114821	40.00500319	319.3771922
N68a/han49	146.005129	136.8729541	15.5198762	31.06579958	298.9071384
N68a/longkang1	183.522131	138.0554776	16.82390706	39.95957565	302.1839095
N68a/Lp215D	172.4827935	135.157614	15.74999929	37.76577755	305.4068841
N68a/zhangjin6	157.9441481	128.3751143	13.44876836	36.68370146	300.9461892
nan21-3/chang72	153.7394327	185.2706692	13.90901454	33.42265024	328.8132776
nan21-3/GN4095	146.9206821	148.5477424	14.44596843	33.97109976	302.9069342
nan21-3/qi35	195.1533844	164.7358081	15.3664608	36.93569178	321.9261607
niu2-1/75-364	171.3407519	158.4654308	14.36926073	37.15803619	311.828324
niu2-1/MBUB	182.9625626	137.3310117	16.82390706	37.95847603	310.4312932
niu2-1/S311	146.5432586	162.5374288	15.05963001	34.93459217	320.847751
NN14B/1145	163.3819935	160.3890127	15.4431685	38.8626766	316.6566585
NN14B/468-3	190.9469382	142.3023467	16.97732246	40.07815933	303.0294808
NN14B/baiU8112	156.3643239	137.4934903	14.85898452	39.24049072	288.8624376
NN14B/changK	160.9301071	140.7035254	17.05403016	37.41002651	297.9805624
NN14B/J8606	169.7586046	151.8702929	15.13633771	40.10780525	306.4852938
NN14B/lan766-4-2	164.4490688	132.4845847	17.13073785	36.50582594	294.6227866
NN14B/M3	180.5422983	152.5697773	15.4431685	41.61974718	325.7496135
NN14B/PHT77	159.9684653	150.3464164	14.05579623	40.91168335	305.2108096
NN14B/SC11-1	168.0228103	149.7468584	15.28975311	42.53877071	306.0686355
NN14B/T24	167.1530887	141.8526782	13.52547605	39.47041796	292.2453832
NN14B/W968	170.4460964	161.5131839	16.44036857	38.09188267	309.9656162
NS501/A619	144.8392667	102.0819984	15.04044318	35.60664145	297.0737178
NS501/C521	165.1391653	134.2083139	12.60498368	38.8626766	291.2650107
NS501/PHT69	156.0704052	124.8901835	13.44876836	34.83083145	298.029581
P167/150-4	174.2364805	127.4383049	13.37206066	39.69276236	288.7160422
P167/PHR30	171.2668011	129.832528	14.52267613	39.79652309	305.3415965
PHG35/1538	159.8617636	115.1473662	13.67889145	37.64719387	291.5101039
PHG35/91huang15	162.8831567	123.5161964	15.98012239	36.09078306	296.9511712
PHG35/M3736	147.5330114	143.9981755	13.53733618	38.96767238	310.2137028
PHG47/L139	143.0379449	95.53682365	17.28415325	35.43857281	284.7210243
PHG47/PHT77	163.5346677	111.8497972	16.13353778	40.10780525	298.7648604
PHG71/han21	179.6583025	181.1986712	15.67329159	38.81820772	353.7147391
PHJ40/2MA22	176.3276314	117.2708007	14.06242994	40.19674301	295.4561032
PHJ40/M3	186.3261883	136.8813432	14.13913764	37.58790203	300.5050216
PHJ40/PHN37	129.8421831	107.6778729	13.25467123	33.19010836	269.6232877
PHK93/HB8229	185.3275106	117.0209849	15.67329159	38.07705971	305.2108096
PHK93/MDF-13D	179.8151211	136.956288	14.52267613	44.25823408	327.026264
PHK93/zhong451	165.7414051	129.4934415	15.21304541	36.04631418	299.2660694
PHN29/DF32	169.0036339	115.4471452	14.36926073	39.95957565	305.4313934
PHN29/LH127	166.6868181	126.7388206	14.06242994	39.85581493	313.9361249
PHN29/shuangM9B-1	161.1029914	127.8380103	14.98292231	37.26179691	312.6861499
PHN37/99122	199.4820072	117.7204692	15.74999929	40.03369045	309.7695417
PHR30/78551S	185.3314816	114.0481765	14.06242994	39.58900164	308.7891692
PHR30/dan598	173.6523367	146.2994	17.20116801	38.63441642	317.3919379
PHR30/M101	189.4449146	125.3648336	14.98292231	38.7885618	301.5344127
PHR30/PHK93	176.5032967	118.3200272	13.83230685	39.98922157	296.6325502
PHR30/yan156	148.2711553	134.4462348	15.16476136	35.90852806	295.8354422
PHR55/897	159.4950526	153.5080419	19.1150359	36.09017374	333.1436751
PHR55/Ay420	195.4210778	131.7351372	20.42916886	35.24587433	306.4117659
PHR55/B98	199.6409375	137.4809012	17.73733585	41.10402609	333.9112146
PHT22/baiU8112	167.3002504	138.2803119	15.3664608	39.6038246	302.2206734
PHT22/J8606	147.7590458	135.9766002	13.83230685	36.8171081	310.1985442
PHT77/HHe01	163.1436332	123.2663806	16.13353778	39.04055212	310.8479515
PHT77/PHK05	133.8641856	103.2950193	13.98572224	38.07705971	289.1049971
PHT77/yan156	179.5002482	139.5543726	17.13073785	41.44187166	306.4117659
PHW03/Co109	153.1488105	109.4765469	14.98292231	38.72926996	304.0098533
PHW03/E8501	173.4017851	127.912955	14.90968847	40.09649135	314.2792552
PHW17/1101	161.2180238	161.2508773	16.05683008	38.8626766	324.8917876
PHW17/chengzi2142	156.7417221	156.5043766	19.73879958	37.66201683	332.5141838
PHW17/SC11-1	178.4674534	148.872503	17.43756864	38.96643732	321.7055769
PHW20/91huang15	142.0414392	132.9342531	14.52267613	37.76577755	282.5642048
PHW20/PHG35	156.7850629	119.0944563	13.67889145	38.74409292	289.6228868
PHW30/MO113	175.4781783	117.0209849	14.44596843	40.21156597	302.3922386
PHW30/PHT77	173.8842064	129.2869421	16.59378397	37.63237091	314.6223856
PHW43/zaC546	191.3088457	114.0606673	16.28695318	41.30846502	307.049008
Q1261/E601	146.5577322	149.3221715	16.31539008	34.86107995	301.3138289
Q1261/SC24-1	117.4212218	142.82696	15.53166672	34.41774415	304.9902258
qi35/yue39-4	146.3656329	152.6697036	12.60498368	36.2241897	294.8433704
R31/785	183.2134817	139.3045568	16.05683008	42.04961302	319.1811177
R31/84-126-15-1	189.0388203	150.6961585	18.20464562	41.51598646	320.1859996
R31/shen5005	185.1637885	144.2758918	16.67049167	42.89452175	327.9554516
RS710/yan156	137.3483261	108.0243342	17.25753224	36.45179531	269.1441134
S22/J8606	150.4215538	141.1282123	12.91181447	36.62440962	317.7840869
S22/NN14B	160.0081522	144.7005787	13.44876836	37.57307907	304.3284743
S311/75-364	149.6630597	135.8071352	14.78622696	35.75499076	300.1864005
S311/9058	176.7818933	130.785837	16.36366088	36.92086882	308.5440761
S311/chang69	124.6317343	134.4581297	16.06131725	34.8969463	309.5244486
SC-14/MDF-13D	174.0384497	134.4956021	15.08423311	45.58887352	317.5880124
SC-14/PHK93	197.3877179	137.2494956	16.05683008	38.28458115	330.512525
SC-14/zhong451	155.1662567	135.7118657	16.97732246	35.15693657	296.7639867
SC-9/D15	173.0772852	156.0651124	16.24507831	37.96629735	331.3193254
SC-9/K14	176.9302903	149.8093124	16.67049167	39.6779394	315.357665
SC11-1/chengzi2142	167.390043	160.488939	17.20744555	39.3073654	325.2104086
SC11-1/d140	176.4541727	143.5264443	16.05683008	42.64253143	312.539094
SC24-1/030-1	156.1563214	150.671177	14.57960392	36.98073753	300.5540402
SC24-1/SC30-1	173.7106255	152.8195931	17.97452253	40.25603485	310.5293304
SC30-1/jian1495b	171.8270609	157.3662412	17.82110713	39.6779394	317.0978262
SC30-1/NS501	179.1719284	151.8952745	15.5198762	37.57307907	310.8234422
SC30-1/PHW30	169.4316523	155.517604	16.74719936	37.70648571	326.0927439
SC30-1/shen5005	140.5409856	131.5852477	17.05403016	35.72020906	293.1032092
SC30-1/Va26	160.3934927	151.1957902	17.82110713	38.6403322	323.200645
Sg1533/NN14B	145.2368491	156.6917384	14.38364186	36.46225782	294.5247493
Sg1533/PHT22	152.397012	147.7733134	16.59378397	36.38724226	303.0539901
Sg1533/S22	142.8973265	148.8225398	13.29535296	36.75781626	308.9607344
shen5005/R31	208.8926571	125.7519724	17.99237557	42.28391847	313.1757117
shuangM9B-1/LH127	168.81665	119.8938669	14.96493641	39.54579376	307.7597781
shuangM9B-1/PHJ40	159.6167543	126.3141337	14.05828375	38.61229887	300.3579657
shuangM9B-1/W182bn	133.5723947	123.4229802	15.40443485	37.94583572	303.271042
SW153/M3	174.3337102	148.3085181	15.4431685	41.56045534	322.8740199
SW153/PHK93	158.1744786	100.608085	14.13913764	35.79432386	283.4710493
T24/equn3	154.1459663	136.3935554	13.98572224	40.10780525	302.8920333
T24/zhonger02	169.7910874	149.6219505	16.21024548	39.90028381	310.5048211
Va26/shen5005	170.1599856	131.685174	16.05683008	38.714447	320.6761858
Va26/W968	168.5149367	151.2832257	16.47772428	37.56433757	333.7641587
W182bn/M3	182.7793339	133.1091242	14.98292231	39.75205421	320.063453
W182bn/PHJ40	149.3539374	127.4383049	14.36926073	36.34277338	292.8090974
W182bn/shuang741	164.2924159	120.7182591	14.90621462	37.02462954	290.6522779
W182bn/SW153	127.565456	92.8388127	13.99773117	34.20911259	260.1626931
W238/757	167.1659179	127.2884154	16.45155458	37.36620034	294.7208238
W238/ji434	177.1871853	135.8129495	16.36366088	36.95051474	300.5785495
W238/L473	186.5713775	135.7821536	18.51147641	40.13745117	312.7351685
W64A/LH82	144.0317773	111.7498709	19.50867649	33.97109976	271.1183558
W968/785	184.6154914	148.0481108	15.74999929	37.97329899	320.5291299
W968/84-126-15-1	166.8395447	140.3190758	17.365694	36.41925905	294.9871336
W968/R31	181.6683858	148.5971553	17.20744555	37.57307907	317.7809645
W9706/wu109	170.1743639	145.5499525	14.67609152	36.75781626	327.4407561
wu126/A554	157.3167703	123.4162701	13.37206066	39.29254244	289.5983775
wu126/LH82	137.275187	104.1804513	17.27658249	34.84227308	258.6186064
wu126/MBUB	171.959196	112.99895	16.21024548	35.37928097	279.3044662
wu126/PHK93	175.8964496	132.7773068	13.06522987	37.98812195	305.2387873
wu126/SW153	161.6944023	146.8240132	14.06242994	44.1396504	299.4266118
wu126/W238	179.3881745	136.0319694	14.59938382	39.55935572	295.4806125
wu126/W64A	163.6542176	121.4177435	16.21024548	35.31998913	281.6328509
XF134/H114	166.8615295	140.8783965	13.52547605	40.41908741	296.7796061
XF134/MM402A	174.4493152	119.2693273	15.82670699	37.11356731	300.4069843
XF134/shuang741	165.7332055	123.6910675	14.13913764	34.84565441	281.1181553
XF134/zhonghuang64	152.5879833	135.2575404	14.36926073	37.69166275	295.8972708
xing230/DF32	168.549728	121.8923935	13.60218375	40.28568077	280.4809132
xing230/liao7794	159.1486905	106.9284254	15.4431685	35.97219938	263.3489037
xing230/PHN29	182.4440151	118.1201745	15.13633771	38.84785364	284.5739684
xingK36/dan598	196.6723361	162.0253064	17.05403016	39.20360468	320.8722603
xingK36/HBAI	190.0147742	142.6072402	15.90341469	40.74519253	320.2769632
xingK36/yu82	180.5024227	137.7806802	14.90621462	36.28348154	299.206028
XOP2/Lx9801	185.5834035	128.4375682	15.82670699	36.71334738	317.6615404
XOP2/PHG35	175.1394738	108.6271731	14.52267613	35.09764473	294.6718052
xuan6/SC11-1	177.0462107	145.0253392	15.90341469	39.32218836	306.7794056
xun971/Ay420	150.6697296	135.2075772	16.21024548	32.11822975	278.4956589
xun971/B98	205.5316801	144.6006523	15.98012239	42.3905411	326.2643091
xun971/LH162	171.6670453	134.7828903	15.12240865	38.85497424	293.9120165
xun971/PHR55	198.5658234	136.0319694	18.66489181	38.8626766	310.9214794
xun971/xuan6	146.9676172	150.3214348	16.19773448	36.82148736	304.8186606
yan103/807	137.4579292	131.5456343	15.21304541	35.70538609	302.8899242
yan103/A554	125.3705069	122.0672646	14.86881312	36.63739323	294.4512214
yan103/NS501	140.9252083	131.9907878	13.37206066	36.50582594	300.7636728
yan156/M22	180.810761	141.7027887	17.20744555	38.44763372	304.7941513
yan156/PHWG5	166.9533284	161.1134786	16.5509662	42.54625799	323.7888685
yi36/3335	190.6555846	109.8013074	15.67329159	37.46931835	269.292412
yi36/E28	148.1022826	130.186279	18.80219597	35.7544332	281.056882
yi36/huangchangb	160.968021	127.5632128	17.05403016	37.15803619	287.9562535
yu82/dan598	173.8710341	140.2788385	19.125138	35.67574017	301.7059779
yu82/HBAI	193.3511899	130.7358739	17.51427634	38.89232252	309.4264113
yu82/PHT69	172.2779393	125.9144284	15.5198762	35.30516617	295.2355194
yu82/ZPON7	163.9273143	126.713839	15.28975311	36.47618002	296.9021526
yuanwu05/changK	153.7193328	134.3332218	15.13633771	38.4179878	300.4314936
yuanwu05/gan41	163.4003948	141.6528256	15.50370849	39.83390841	302.9804621
yuanwu05/huotanghuang	151.503139	144.1260023	13.44876836	38.59586332	293.8384886
yue39-4/B98	167.9515142	151.7204034	13.29535296	38.21046635	308.9117158
yue39-4/PHR55	170.7844601	142.102494	13.90901454	36.84675402	302.0000896
yue39-4/xun971	174.0244805	143.3890456	13.52547605	39.21842764	295.284538
yue89E4-2/2MA22	167.9904919	118.869622	15.98012239	37.61754795	295.1374821
yue89E4-2/468-3	166.9823676	137.4309381	16.05683008	35.45339577	302.34322
yue89E4-2/BCC03	152.7801017	133.8086085	14.59938382	36.47618002	309.3773927
yue89E4-2/ji434	175.1238502	149.8218031	15.5965839	36.34277338	316.6811679
yue89E4-2/W238	179.0446603	143.0767758	15.05963001	37.17285915	309.1077903
yue89E4-2/zhonghuang64	133.8953806	142.7520152	14.36926073	34.37131968	305.8480517
yun147/150-4	181.516622	117.2458191	14.13913764	38.31422707	291.9757808
yun147/Co109	124.3126573	94.8873025	14.19542457	37.15609652	278.6182054
yun147/nan21-3	157.7851986	147.2237185	14.40639749	38.52100508	307.122536
Z31B/D1139	168.7834434	127.6881208	14.59938382	35.11246769	278.5936961
Z31B/zhonger02	192.3122351	159.6645468	17.89781483	42.10890486	329.7936501
zaC546/ji846	177.7030376	123.8784294	14.36926073	40.38944149	306.4117659
zaC546/N68a	170.6458401	130.0065067	15.28975311	37.83989235	303.559866
zhangjin6/2MA22	173.9840116	128.6606872	14.93714626	42.00177022	318.306667
zhangjin6/ji63	183.6403481	137.5808276	14.75279922	38.92196844	311.3136284
zhangjin6/zhangxi28	146.6578956	114.4214831	13.8455225	32.89307689	283.0721866
zhangxi28/807	163.3527533	114.797624	16.97732246	36.12042898	279.5740686
zhangxi28/96201	157.7512537	136.4316747	15.90341469	36.19454378	280.775025
zhangxi28/LH162	144.3757007	89.31640952	14.05455722	37.71729908	243.3983233
zhangxi28/SC-9	173.3461028	114.9974767	14.90621462	37.66201683	280.8240436
zhangxi28/shuang741	142.8566531	101.2305655	16.35557496	29.76473592	247.6891376
zhong451/fangyin	166.9933821	142.4272546	14.70893478	35.44894101	278.9613358
zhong451/HB8229	185.0151102	134.6080192	15.45521851	39.77979916	288.3238932
zhong451/MDF-13D	169.4349316	155.747036	13.42353812	43.14157149	311.6290522
zhong451/yun147	168.6700117	138.6289877	14.29255303	40.03369045	296.7495702
zhonger02/XF134	172.8939558	151.1708086	16.13353778	39.91510677	308.617604
zhonger02/zhonghuang64	138.9278128	150.6979969	16.21024548	35.49786465	312.8128805
zhonghuang64/4722	175.2164855	130.6609291	15.4431685	39.6038246	311.1175539
zhonghuang64/DF27	167.3722626	150.5712506	14.13913764	42.00514414	310.7008956
zhonghuang64/MM402A	193.9839736	141.8526782	17.36086095	38.18082043	333.00437
zhongyin15/A619	147.6854452	123.6910675	15.5965839	34.94941513	289.8924892
zhongyin15/E8501	178.5628796	125.0900361	14.82950692	42.80558399	296.460985
zhongyin15/PHT69	176.0590037	135.8321168	14.67609152	38.87749956	293.323793
zhongyin15/PHW03	168.2647446	133.0341795	14.44490268	37.69878947	306.1666728
zhongyin15/yan38	160.5289631	138.6550356	13.98572224	37.82506939	287.6866511
ZPON7/Lo1067	147.4300006	123.0165648	16.13353778	33.85251608	295.5541404
