gid	B1	B10	B11	B14	B15	B16	B17	B18	B19	B20	B21	B23	B24	B25	B26	B29	B3	B30	B35	B36	B37	B4	B41	B44	B45	B46	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B64	B68	B7	B70	B8	B9
Zm00001d040360	31.51392395	60.99219007	64.4931604	80.67788817	71.31678531	56.70017707	61.56663542	85.71306204	41.55905575	58.54363664	47.68476117	57.86432094	74.28100337	44.79282921	39.65342286	43.95679196	64.82198869	35.88397585	44.01753816	41.49356924	41.61065529	55.81986126	42.26726441	39.85386876	33.52693932	42.6315135	42.59540117	49.5260358	64.49372602	66.16257636	32.87103479	54.63802076	32.59549318	51.8116571	54.77374737	33.29211978	56.57905355	73.04212211	38.37488149	46.0609396	34.69069455	62.21103904	59.0899832	30.12917627	60.87445245	64.14844251	47.68487047	56.3520094
Zm00001d040361	36.33809639	7.848070161	14.25575755	6.347735438	10.03583207	6.980582982	10.20120162	7.874923845	17.32013435	10.27041376	13.7906147	15.52126264	12.29284603	10.86709436	10.04275944	9.587966199	10.91099178	7.847879847	11.26828316	10.95919614	7.260596531	18.72520406	6.550033438	10.46636768	12.3949502	8.600824326	8.005712437	11.04363844	8.359362009	10.10976044	16.7469356	11.60975128	12.05680615	8.948404573	11.36793168	17.34614869	10.98468604	7.884695372	14.18832051	6.777553025	14.92905603	6.536514989	10.38795133	14.5830327	8.706842566	11.19115497	8.341942494	9.211779987
Zm00001d040362	11.63239064	4.269473818	8.221906285	4.217903153	4.657825637	7.249516797	7.359888355	6.372589284	5.89397735	4.28873791	7.79781605	12.33767131	5.410854706	5.158339377	4.986176072	4.562984906	5.32028165	2.854213327	4.307908855	3.848246246	3.764802483	9.872148432	2.571242483	3.346976719	3.2842288	5.165750488	3.124218046	1.932395247	5.609404841	1.027980543	4.145402188	1.733580272	2.693548034	1.590299753	1.144237998	2.790136229	1.456238346	1.587266409	4.430909774	6.677703767	3.792713284	1.269531236	1.002745792	3.32376059	8.065950929	1.207548564	7.357299643	6.86552694
Zm00001d040363	0.16827179	1.306762828	0.821828906	1.139207573	1.008861401	0.645065305	1.194210822	1.115794663	0.691887641	1.053042652	0.718442423	0.735968301	0.913585587	1.20401627	1.40688256	0.782625549	1.040243809	1.812291895	1.624567124	1.643053033	1.770345574	0.738661917	1.773642189	1.400854012	0.947154243	0.658418178	1.700329273	0.941128344	0.920247953	0.696367059	0.699456546	0.954432384	1.588041467	0.668224393	1.086123863	1.166326199	0.969375439	0.891425908	0.639613763	0.639984888	1.277565291	1.019190087	0.979406757	1.217486904	1.014697428	0.817080824	0.788774234	0.408027869
Zm00001d040364	16.30202993	10.57576157	18.95050871	23.15359603	16.72088549	19.5416914	16.17769812	17.37789046	9.660169054	25.00076503	9.548619895	12.5897274	19.19517073	14.15523577	15.92005378	19.08632626	14.86144762	13.91406557	14.22898442	31.79153525	13.96941191	10.6406834	15.58873118	18.9581936	10.96846944	13.58946666	12.71540845	23.03780245	19.12035996	30.73861396	17.82189933	20.31253211	16.73572705	32.68773158	29.11430873	15.61531796	18.63962131	16.2187278	16.50514243	12.1856558	9.518562893	21.86942864	23.11898896	44.50357121	12.68594976	27.06964186	11.70395853	20.25334511
Zm00001d040365	1.246971115	3.752546131	4.929533277	3.221965991	2.497599755	3.00024963	4.550224752	3.682444958	2.768836581	2.941543725	4.202753929	3.303624634	4.530021181	2.707060252	4.370537516	2.289106612	3.932402587	5.785994488	2.826712332	3.653195023	4.547990244	2.330402831	6.647362766	4.035845078	4.807171342	2.411222956	7.51304608	3.682178567	3.80142461	1.78152858	2.171127227	3.751516591	3.039342103	1.911551491	4.06135104	3.081461457	3.738837492	2.232002137	3.073294421	3.480933174	3.244855994	2.517319107	2.718090892	2.532880233	3.254593261	1.639823122	3.838321101	3.981117118
Zm00001d040366	1.000945483	4.642869004	5.139854398	4.830389605	3.452709679	5.633139217	5.495963564	4.839712466	3.921520028	4.080082453	4.799082955	4.454950008	4.57603525	4.846770088	6.687143526	3.265374423	6.23360657	7.876703617	5.607737948	4.590979081	6.64823932	3.042255548	8.005409045	6.216905536	5.529121674	3.492487942	8.759905462	5.767836473	5.711299306	2.459949986	3.260249305	5.515122305	5.192306829	3.219558756	6.080533115	4.612425389	5.169515595	4.129467988	3.503466273	5.322577816	4.288991169	3.67005202	4.82026214	3.676680032	4.740237316	2.574910725	6.234338882	5.388399359
Zm00001d040368	0.006248268	13.02937945	0.012500591	12.05254641	7.310394891	0.048107259	0.00466773	11.98970445	0.02911666	9.53090529	0.602839719	0.025112192	5.157920498	0.002733914	0.004730153	0	6.046233781	0.141891267	0	0.013646938	0.03750067	0.002998559	0.229661732	0.010242633	0.013360568	0.00644376	0.01524606	0	5.291799233	3.703000938	0	0	0.020048832	2.249667309	3.574110269	0	4.009396196	5.375583055	0	0.031685224	0.009755509	6.646982421	2.519419361	0.025712942	4.317657113	3.329663221	0.021461594	0.021169737
Zm00001d040369	0.101878204	0	0.142675775	0	0	0	0.13699347	0	0.073849698	0	0.036070901	0.045495009	0.043939423	0.071322479	0.073269021	0.068763361	0.082756795	0.048198783	0.034475836	0.077879816	0.085602945	0.073337392	0.031205348	0.022267527	0.065353343	0.021013141	0.059660996	0.176118529	0.068038021	0	0.089989044	0.240574293	0.065379368	0.202055784	0.155532224	0.04726125	0.138986581	0	0.098747917	0	0.084834068	0	0.094652562	0.09316674	0.047070312	0	0	0
Zm00001d040370	0.527955491	0	0.864207553	0	0.021408564	0.752267719	0.663318999	0	0.795232307	0	0.828428364	0.675145935	0.43470736	0.462011167	0.681273357	0.809879582	0.462978292	0.79474437	0.703817809	0.681386584	0.633733549	0.978918369	0.539043493	0.78678596	0.436173054	0.569222647	0.655829023	0.634487144	0.404885905	0	0.635922576	0.779193404	0.61601893	0.567483168	0.297671396	0.645693694	0.420930788	0	0.878734553	0.669321014	0.674430838	0	0.222959368	0.746162069	0.318770611	0	0.774827134	0.65045977
Zm00001d040371	9.760804536	10.84879463	15.1421377	12.85421792	12.34040964	9.949976279	14.00824233	13.27354669	10.74713041	12.48087974	14.04343685	12.15944232	13.17685906	14.07213886	12.3101865	13.24446695	14.31355854	13.64023482	14.7273094	13.26548901	13.46514163	12.58117873	14.63350404	14.46540525	13.29863566	10.19497316	14.38826483	12.98028386	12.59931024	13.57178899	10.89204648	12.56614319	13.06649361	14.68490585	11.60359484	11.81085951	11.69502563	12.30675781	11.72245619	11.11962793	11.69061592	11.08742334	13.46421547	14.02684124	11.12610635	13.31002642	11.74260776	11.95585451
Zm00001d040372	3.944942462	5.186232542	4.913733003	6.964398624	5.146434557	5.168315449	3.81750413	6.265321992	4.432172306	5.155320573	5.392828671	6.658954974	5.14370133	5.771437106	5.7595945	5.558845047	4.894936023	6.117914297	4.913819681	6.603543082	6.984151628	6.373974413	5.512944811	5.817666282	4.445686521	4.940162821	5.500480169	4.847971914	4.031370146	5.426382853	5.541338741	4.06881028	4.773277852	4.403487619	5.05027282	5.377117005	5.491692222	5.640122686	6.12682776	5.622373759	4.986095406	5.508233493	5.349138017	3.844409233	3.826537508	7.320688498	4.881180748	5.573403533
Zm00001d040373	0	0.07519876	0	0.092194604	0.032902506	0.008113327	0.033063087	0.025102216	0	0.0446831	0	0	0	0.142011629	0.033505247	0	0.044939653	0.041877631	0.016641342	0.016110969	0.01770865	0.00707993	0.045188072	0.032245326	0.06309157	0	0.043197169	0.090012363	0	0.083031307	0	0	0.04733752	0.022507265	0.014076516	0.027375369	0	0.222672787	0.031776804	0	0.015355893	0.103739234	0	0.067456793	0.008520241	0.338680226	0	0
Zm00001d040374	0	0	0	0	0	0	0	0	0.047790403	0	0	0.061826551	0	0	0	0.044498878	0	0	0	0	0.055396289	0.088589898	0	0	0	0	0	0	0	0	0	0	0.024680246	0	0	0	0	0	0.049702181	0	0.048036384	0	0	0	0	0	0	0
Zm00001d040375	0	0	0	0	0	16.63977672	0	0	9.973986289	0.147333466	10.24771054	11.77378047	0.08392034	14.55846001	9.979734038	0	0	28.90537438	25.13112446	12.21821057	11.67813665	0	32.38234249	31.8967281	39.83806349	0	35.56099939	0	0	0	0	0	34.75512207	0	0	20.21929927	0	0	0	13.5878744	20.05064654	0	0	45.59714551	0	0	16.37429394	22.30461713
Zm00001d040379	0.6230244	0.027614795	0.541936175	0.197493793	0.09666074	1.191763681	0.546370277	0.046090691	0.140254444	0.20510888	0.215792055	0.084675494	0.350486703	0.189636691	1.076594184	0.208951254	0	0	0.152777534	0.236653431	0.325152133	0.207993673	0.580795189	0.651269314	0.02896093	0.279355305	0.026438401	1.487461822	0.142818763	0.975715055	0.209359962	0.506392794	0.376642009	1.136466319	0.465231215	0.100528946	0.079188484	0.109027746	0.058346038	0.171705566	0.028195269	0.380955446	0.880838641	1.709251346	0.093865128	0.58216463	0.055825267	0.183553656
Zm00001d040380	0	0	0	0	0	0.02266777	0.046187366	0	0.042683032	0.031209952	0	0	0	0.054104361	0	0.039743273	0	0	0	0	0	0.039561137	0	0	0	0	0	0	0.014487807	0	0	0	0	0	0	0	0.120495454	0	0	0	0	0	0.076589096	0	0.023804642	0.040265377	0	0
Zm00001d040381	5.322064937	8.162856993	5.828911039	5.952231466	6.846423762	3.923060777	5.44878365	7.078079745	5.843245802	6.560622177	6.527030465	6.567962067	7.321686304	6.424846045	7.520974698	6.267736344	7.739715612	8.858082439	7.377590094	5.663200924	8.63006209	8.839242239	8.739967923	6.674638931	6.52983701	6.224246303	7.80729521	6.064009512	8.170090699	6.243296961	5.451439206	4.794820641	6.601019275	6.19352929	6.990003725	5.964037625	7.435541375	6.379525777	5.559069624	6.323715197	6.156976231	8.027423582	6.136071283	6.494196603	5.152085513	6.498843787	6.023677945	4.815687439
Zm00001d040382	0.481330851	0.528436724	0.037037467	0.790555562	1.156062448	0.142534936	0.221277071	0.677243451	0.421757134	1.48587905	0.294956912	0.148807676	0.686660197	0.194404699	0.196206727	0.107102443	0.601523675	0.210201776	0.334120103	0.181952681	0.133330954	0.284297637	0.03780305	0.121389834	0.197927268	0.190919397	0	0.150603542	0.754823008	0.812700947	0.081761474	0.291438572	0.277208519	0.480137833	0.317952304	0.240465238	0.469037163	0.856895782	0.119626048	0.500686889	0.038538905	1.450553946	0.429993067	0.101578366	0.748417957	0.687226444	0.381525823	0.250891626
Zm00001d040383	6.62218225	12.19131939	10.8655833	14.53789749	10.90947333	8.657369793	9.196357878	10.2632936	10.63413101	12.18207218	10.55275423	10.37370212	9.908105066	10.46964082	12.1199126	9.259139746	10.65624424	12.88935684	9.008836384	11.40355995	12.67299133	10.21392447	15.34409518	11.20539188	10.7042298	10.1087708	12.11754062	12.59298324	9.638910979	16.13683198	11.33258527	14.38399697	10.60746882	14.67408043	16.88295494	12.2004755	15.61616406	17.87839593	12.34237007	9.328894471	12.73706442	17.40555094	14.07959159	8.963926074	10.25528979	16.85464069	8.777545147	9.636002065
Zm00001d040385	0	0	0	0	0	0	0.009870383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d040386	0	0	0	0	0	0	0	0	0	0	0	0.013622799	0	0	0.005773503	0	0	0	0	0.016657104	0.018308943	0.014639856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d040387	0	0	0	0	0	0	0.015818418	0	0	0	0	0.009455825	0	0	0	0.020417132	0	0	0.04777044	0	0	0	0	0	0	0	0	0	0	0	0.023379506	0	0	0	0	0	0.144437035	0	0.02280453	0.008948142	0	0	0	0	0	0	0	0
Zm00001d040388	0	0.080228248	0	0.054644899	0.046804148	0	0.009798453	0.089270392	0	0.039726352	0	0	0	0	0.01985898	0	0.106545185	0.062053493	0	0	0	0	0.026783538	0.028668314	0	0	0.102414017	0	0.01844116	0	0	0	0	0	0	0.03650788	0.076687795	0.079188573	0	0.011085552	0	0.026351805	0	0.023989493	0.053025564	0.025626386	0.009010394	0.029626204
Zm00001d040389	25.34829532	41.40309348	46.24568877	40.71228711	38.04261693	24.60302244	41.74352894	21.30049646	24.20287809	46.89407674	13.6908301	26.90577462	45.28723647	30.65196568	23.93684371	22.49091281	44.09810293	38.66403549	37.75551142	34.71695609	26.56052516	21.98459155	39.95693429	38.67041655	44.6857408	21.53574468	36.41957074	43.87856257	28.12396419	48.81580448	21.97437793	47.1711071	36.69817383	40.2624481	36.53914738	30.46239503	41.04681708	43.68493566	26.49498634	22.29170394	29.88292258	37.85914	40.68205303	43.92825217	32.75676576	45.93757332	30.40112103	29.11955618
Zm00001d040390	6.822289283	6.084714193	5.998125629	4.660666468	6.485348199	3.26730902	4.991120991	5.44977863	3.240110119	5.994618649	3.787157194	3.819753619	5.115814938	4.680935499	4.605761124	5.977477755	5.368464588	5.390254413	4.822368008	5.044575148	5.412615334	5.518942608	4.414104557	5.183658878	6.204679179	5.612263515	4.689967886	6.216476417	4.222490659	7.361662274	5.575386326	4.707582913	5.908941674	5.687240493	4.74912822	4.799979445	5.68202896	6.033571372	6.075885629	3.621943923	4.804567329	6.327709051	5.871516045	5.609366295	3.504730285	7.101765211	4.093133229	4.108999014
Zm00001d040392	0.86192058	5.286040922	3.380372661	5.785367163	5.620426069	2.061580054	3.556739244	5.412347364	1.983463182	4.786035553	2.385660554	2.773735413	5.286981403	3.304387304	2.780907207	2.691129789	4.681542801	3.870639056	3.796418502	2.629571405	3.612923527	2.448998136	4.972825218	4.126639197	3.188735336	1.989415593	3.658771048	3.102461584	3.226755145	4.050216679	1.389737894	3.674904395	2.751013592	3.287410329	4.190355364	1.967489012	3.612930008	4.212577955	2.12174579	2.514964461	2.349685141	5.057588039	4.309009919	3.06529591	3.152647432	4.116454631	2.443612744	3.260196115
Zm00001d040393	15.14771628	13.55818497	21.10674698	13.38971941	12.73737708	20.84115067	19.91806902	10.92931964	24.52369346	10.30357805	15.93398774	16.34461636	16.72352139	19.52677232	18.2812161	17.50597812	16.51230638	22.49362781	21.88984209	20.04453241	21.80392368	18.164868	20.2480473	19.76205674	18.28723975	16.8642798	17.94117598	28.24606069	16.19904518	18.31525752	19.96594163	30.05765892	21.20149044	25.39023388	20.48699949	19.51762731	19.11315342	16.04439628	19.66029796	18.36906399	21.16083334	15.67158663	19.19938285	21.84744422	15.67052419	16.4172616	20.05251073	16.99476214
Zm00001d040395	0	0	0	0	0	0.125470895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192826156	0	0	0	0	0	0	0	0
Zm00001d040396	0.017051194	0	0	0	0	0.028131895	0.012737989	0	0	0	0	0	0	0	0.012908337	0	0	0	0.038467775	0.018620888	0.061402413	0	0	0	0.036460286	0.017584681	0	0	0	0	0.018826655	0	0	0	0	0	0	0	0	0.014411218	0	0	0.01584185	0	0	0	0	0
Zm00001d040398	0	0.030161913	0.103586522	0.015407865	0.03959118	0.17084667	0.287331814	0	0.015319116	0.02240276	0.013094231	0.019818374	0.108464165	0.019418278	0.027997535	0.014264024	0.045062775	0	0.166869344	0.016155109	0	0.014198655	0	0.016166835	0.015816106	0.030512232	0.014438506	0.045129486	0.231388135	0.016651758	0	0.029110588	0.015822404	0.011284464	0.042345246	0.02745037	0	0.014885523	0.015931932	0.303194918	0.046193893	0.029720986	0.068720353	0.081169927	0.196502432	0.028902818	0.172760932	0.116949103
Zm00001d040399	162.7765212	41.87739119	65.8837202	37.31328959	75.65464701	67.47976898	66.87108513	37.03731898	77.54719051	49.03778799	56.36030758	73.84865643	67.68073057	59.82237546	72.27605241	74.32717723	57.50806229	23.47074189	64.39231667	62.56164342	35.78636803	117.6415881	34.29872981	53.62151181	68.50964691	102.3910669	51.7347751	28.79659847	71.96891996	39.35204498	69.39552274	28.65066176	47.55670201	36.52372692	37.4225065	61.15655539	51.05901553	25.70122485	68.1948647	76.09731098	46.95896986	30.36698142	56.03232008	75.76666909	69.87125453	34.25641307	79.50131309	68.4855993
Zm00001d040400	0	0	0.021126325	0	0	0	0	0	0	0	0	0	0.018217388	0	0.031976324	0	0.021444476	0	0.047645875	0.023063682	0.101403377	0	0	0	0.067739124	0	0	0	0	0	0	0	0	0	0	0.03918925	0	0	0	0	0	0	0	0	0	0	0	0.023851605
Zm00001d040405	0	0	0	0	0	0	0	0	0	0	0.014889079	0.015023274	0	0.014719982	0.012734081	0	0	0	0.03794848	0	0.020191171	0.04036222	0	0.045957124	0	0.017347297	0.016417616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d040408	6.596844412	10.57549864	11.81307735	12.11380457	8.31247147	7.034820481	10.48538702	9.053526074	6.144238394	10.23172602	7.081560366	8.72660215	8.298891981	8.776541405	9.340877549	9.47973324	8.661228698	10.18997058	9.391576216	9.510294234	10.46872049	7.819689652	10.39621101	9.998286329	8.007908078	7.717798197	9.975534715	10.41275351	7.332975689	8.847533559	9.551987891	9.91184563	8.993718674	8.906015626	8.881577627	8.085750165	8.809456372	9.30216227	9.633140005	9.012970997	9.137621438	10.65161974	8.375465595	8.664066492	6.798105209	8.968553686	8.638426835	8.797634916
Zm00001d040409	15.6329678	20.32751387	20.98789772	19.60320704	18.76307703	12.98086027	16.9703379	16.87639929	12.6074497	22.71066446	15.9313147	14.66834919	16.03537863	14.5128508	17.10482749	15.81744408	18.52348296	20.13217243	20.73748901	15.61198931	16.46575561	13.66578269	21.92051865	19.12170877	21.37339596	15.65804222	24.91982984	14.74659681	13.92247179	15.97617246	14.30825797	15.40677867	20.24062199	14.61203781	14.38881378	16.17414992	13.49233507	16.59718129	14.89787362	11.76201295	15.62966704	15.47154227	14.13004996	21.79702431	13.82494281	15.73638039	12.80584359	15.11447815
Zm00001d040411	2.321546777	3.790540847	4.759462432	4.749014299	3.408290823	3.675202434	3.992626627	4.482992476	4.088213679	3.830304578	4.071016581	3.9883743	4.284204187	4.05035889	3.906938946	3.830797674	4.356290912	4.144411981	4.222456792	4.151721346	3.916886769	4.033660514	4.525318404	3.858131048	3.569080924	3.593425887	4.364656679	3.522036773	4.044081065	3.405154685	4.077733655	3.681013023	3.909912005	3.873048029	3.944182151	3.825548109	3.33438053	3.42630828	3.995436525	4.004503971	3.674644114	4.46495663	3.615510725	3.37165377	3.701577405	3.646582821	3.964085588	4.045987198
Zm00001d040413	0	0	0.147884278	0	0	0.054201682	0.120958308	0	0.036450307	0	0.049850268	0.047155844	0.072869552	0	0	0.006787964	0.100074221	0	0.007940979	0	0.008450281	0	0	0	0	0	0	0.20044474	0.102689649	0	0	0.166237777	0	0.061755591	0.134341719	0	0.123480348	0	0	0.113047582	0	0	0.039243174	0	0.087413006	0	0.096721743	0.06360428
Zm00001d040414	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063852895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d040415	0	0	0	0	0	0	0.028306643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016012464	0	0	0	0	0	0	0	0
Zm00001d040416	8.810013449	13.15816525	8.616303067	13.05793228	11.77157198	11.82267643	8.147316857	10.84155382	10.91728568	12.64245354	11.98423968	11.95769995	10.4640146	10.57848558	14.28607915	11.86117327	11.1769987	19.82373243	18.61207216	13.22982874	16.38949507	12.12273312	15.56242124	15.6195943	12.63707181	13.11171577	20.94383222	10.81054665	9.049381089	9.470746319	11.52818601	8.964748579	15.17122541	10.46029452	11.06858157	12.60424846	11.10304951	11.68921383	12.13704941	12.36615662	13.30180515	11.88340681	9.484450805	13.66041785	8.148464814	10.28930989	12.72749112	13.36370322
Zm00001d040417	0	0	0	0	0	0	0	0	0	0	0.03838871	0.019367353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029793404	0
Zm00001d040419	1.06657675	0	0	0	0	0	0	0	0.62127524	0	0.7670633	1.101428554	0	0	0	0	0	0	0	0.218393136	0	2.927157868	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49478444	0	0	0	0	0	0	0	0	0	0	0	0.037642348
Zm00001d040420	0.273394673	0	0	0	0	0.012529442	0.017019817	0	0.165149114	0	0.161329769	0.32556766	0	0.019937191	0	0	0	0.043114523	0.025699287	0.149281384	0.027347535	0.666947362	0.023261371	0.02489829	0	0	0	0	0.008008028	0	0	0.044832762	0.073103512	0	0	0.105689714	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d040422	62.4720334	43.79536299	134.1085915	48.87326923	67.16437735	145.6372567	187.6835803	74.61104439	212.880953	50.91175917	182.8311018	74.76011603	146.4022961	69.53222922	66.46033753	81.72747949	109.4542828	48.89637726	59.72112944	72.33373297	45.25993299	124.8951083	46.24389874	47.20342638	48.02184528	118.0921428	59.78421305	55.68437107	146.7196377	35.30576764	49.56207757	69.83666171	40.22448538	52.97116779	53.66848263	46.12544055	51.92350276	34.51371885	49.90958467	144.7723146	38.79363282	41.25936232	51.27765888	45.49663581	143.2446651	38.79028035	165.0142406	80.49323982
Zm00001d040423	0.931779854	1.022969322	0.442141586	0.783858108	1.43335545	1.405903225	0.481901808	1.219567852	1.039124074	0.741719693	1.24771801	0.890876827	0.844958996	0.355428945	0.642085066	0.575925746	0.946118889	0.316491121	0.471627403	0.443550661	0.516214979	0.888593913	0.317116294	0.522203071	0.715223904	0.579023614	0.582970647	0.510202818	1.385636911	0.92781975	0.738626886	0.317350491	0.562185417	0.956807726	0.957452244	0.687170204	1.094233795	1.310222445	0.514615498	1.347863366	0.59684145	1.080015915	1.032173624	0.786558141	1.221146555	0.991935779	0.968351554	0.728529334
Zm00001d040424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24232663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d040425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088861742	0	0	0	0	0	0	0	0	0	0.250994724	0.242107931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d040426	0.321054015	0.17852592	0.233569609	0.364791624	0.117168491	0.3049734	0.35976213	0.173815887	0.090672603	0.110500099	0.077503693	0.130337053	0.12588051	0.306493895	0.187810493	0.168855202	0.088907638	0.110466399	0.164614352	0.127494371	0.3503441	0.084040687	0.089399105	0	0.093614248	0.150499525	0.056973564	0.415516529	0.256473335	0.279254483	0.096677419	0.258454815	0.187303053	0.779238004	0.23671374	0.162476512	0.142206347	0.587374704	0.377199252	0.246678507	0.151898837	0.351832211	0.1355834	0.106764048	0.101137562	0.598757037	0.220551714	0.131849953
Zm00001d040429	13.94854545	16.22393451	16.71224901	14.46536198	15.38284849	12.73473902	17.01645513	15.62428776	13.72768232	14.96417661	16.85957273	17.19815575	18.65915492	17.83840332	21.67082036	17.24710388	18.55949232	20.84121326	21.54572534	18.57342341	24.36833028	19.37424035	19.01368582	18.51017495	13.65473464	17.40193855	19.21040973	19.13774304	17.15868545	13.51060755	15.81069888	16.64530801	16.71046707	15.32000526	17.69546215	18.53741306	19.0233349	13.70246985	16.89455595	17.25107568	17.92914179	15.90951493	15.73002503	16.36365623	14.26357958	13.57394473	16.11411782	15.41695381
Zm00001d040431	0.023136775	0	0.384773716	0	0.002580036	5.355239359	0.334881079	0	2.683429854	0.004379758	4.377484971	3.642037527	0.212048314	0.528949582	0.973195524	0.058561191	0.199688999	0.91946858	0.933020395	0.480067182	0.992860542	0.041637726	0.862228112	1.194717834	0.989459651	0.050703911	1.114982103	0.329386429	0.214492483	0	0.015966187	0.35854203	0.525859759	0.125748944	0.22903932	0.598372478	0.284641199	0	0.006229411	5.459397011	0.559918478	0	0.14509675	0.34911329	0.180389973	0	5.33047408	6.084995408
Zm00001d040433	0	0	0.045262267	0	0	0	0.022534618	0	0	0	0	0	0.013009997	0	0.011417989	0.014542929	0.01531463	0	0	0	0	0.014476282	0	0	0	0	0	0.046011906	0.005301404	0	0	0	0	0.01150511	0.02878215	0	0.014697304	0	0	0.012747353	0	0	0.028025619	0	0.017421275	0	0	0.034067376
Zm00001d040434	0	0	0.746520752	0	0	0	0.590297065	0	0	0	0	0	0.151465979	0	0	0	0.22287145	0	0	0	0	0	0	0	0	0	0	1.116006938	0.246881649	0	0	1.036620937	0	0.133945673	0.335089752	0	0.427775191	0	0	0	0	0	0.244711502	0	0.253529118	0	0	0
Zm00001d040435	56.30479175	35.68641595	38.0583711	41.8589035	35.66008012	29.86837863	30.96637862	31.6470978	34.47790841	41.74047752	33.19105595	37.155284	40.18415726	42.65687723	30.11018615	41.25046004	35.64557963	41.70573917	39.74904779	39.35309911	36.09622208	38.42232451	40.89756904	41.0520705	45.41923296	34.95293578	41.38209066	36.81339463	26.67575211	47.27664679	38.33879379	39.03595487	44.69098873	39.55343603	39.96370596	40.94074816	37.68949514	44.05084366	40.52715806	29.88073675	41.3823845	40.73901261	45.27275726	49.5758857	25.64770767	51.17332946	34.75308937	36.86981102
Zm00001d040438	14.96993337	22.8241918	28.5026687	26.54261859	23.32035477	22.72227906	32.0623691	25.08123549	21.96057353	20.43859279	21.90307203	19.88487909	28.79067947	25.91440459	19.05374073	30.99076622	25.70233162	20.02176964	20.93012615	22.21633793	21.49772281	23.49669473	18.77788931	19.75935695	17.45166436	23.87523594	17.75322778	29.90787153	26.8202896	24.46621309	19.80007374	28.95322586	17.07600482	27.63748402	23.25451291	18.16043577	23.65841189	22.7866419	24.73185756	20.59842505	19.91238432	21.78745883	27.98257813	17.93551436	27.93542781	25.85216971	21.52378936	19.98922518
Zm00001d040439	0	0	0.026872125	0	0	0.007386761	0.040136285	0	0.027818294	0.020340814	0.047556163	0.041986688	0.069516102	0.035262046	0.045757166	0.051804664	0.054553609	0.216055239	0.060604289	0.176018348	0.112859604	0.083796788	0.109710344	0.11743074	0.028720789	0.069259732	0.104876709	0.163903108	0.05193266	0	0.059321136	0.079293766	0.028732226	0.040983378	0.102527461	0.099695372	0.052354576	0	0.02893112	0.068112722	0.097865171	0	0.024958138	0	0.015514468	0	0	0
Zm00001d040440	0.729850861	0.124007366	0	0.168927285	0.542582501	0.289886447	0	0.689918234	0.209942822	0.276319397	0.394793531	0.615634592	0.069951122	0.85158504	0.652283001	0.781932727	0.288198726	0.767319792	0.182950619	0.708479359	0.827408406	0.428092109	0.558884267	0.576057305	0.628586286	0.669054208	0.51447342	0	0.285041704	0.958466025	1.208770229	0	0.82399278	0.556737898	0.502949168	1.015732387	0.335849033	0.448801323	0.567687234	0.462637975	0.970707714	0.773898763	0.41438631	0.667442328	0.070251998	0.950645895	0.36210732	0.503719628
Zm00001d040441	21.50540351	26.16079573	13.32691201	17.29678498	23.89427468	15.34740436	15.94072545	20.06391679	18.52296902	21.97395103	20.26726014	15.17172567	22.91976948	25.07070909	20.1502398	21.45167052	17.65371646	19.52332267	24.7396704	22.65434776	16.83818755	17.65793019	13.92444823	20.50104653	17.85426387	18.40852263	23.56130962	22.37812509	20.7073574	28.96919512	25.93679065	22.10879129	22.44579285	32.11554646	29.902874	25.49606365	21.78786938	22.89045646	22.68110334	14.43556686	19.33291148	21.15577566	28.51351508	21.0918614	19.77135066	29.65468906	15.97156831	15.06702883
