ID	P5_J92/OE2	P5_J92/OE1	P5_J92/JING724	P5_J92/OE3	P6_J92/OE1	P6_J92/OE3	P6_J92/JING724	P6_J92/OE2
Zm00001d049193	0.052593845	-0.06356647	0.007380471	-0.159801776	0.083833669	-0.091065357	-0.03744827	-0.075507299
Zm00001d049195	-0.00763257	-0.00763257	-0.00763257	-0.00763257	0	0	0	0
Zm00001d049196	0.027455717	0.084503409	0.051728819	-0.034061725	-0.119220594	0.053993373	-0.068335766	0.282872804
Zm00001d049197	0.040038508	0.011770625	-0.109591129	0.024908843	0.321149332	0.159666182	-0.204950105	-0.136947277
Zm00001d049201	-0.549951411	-0.572493066	0.241309792	-0.621171463	-0.386639774	0.050703078	0.367813936	-0.337671272
Zm00001d049202	0	0	0	0	0	0	0	-0.021298142
Zm00001d049203	-0.175309386	-0.068569015	0.3720118	-0.140578457	-0.077719132	0.031159331	0.031866168	-0.038311516
Zm00001d049204	0.176122798	0.156622731	0.350882776	0.420041622	0.104949013	-0.001368127	0.32775247	-0.163721834
Zm00001d049208	-0.1419661	0.048818868	-0.008667959	0.028194965	0.258811291	0.21900913	-0.035673527	-0.034007521
Zm00001d049210	-0.110241511	0.013936443	-0.036373759	0.004004091	0.211257968	0.005287598	-0.123792531	-0.087189188
Zm00001d049211	0.105021514	0.055549373	0.105714152	0.08980187	0.227741692	0.173408518	-0.035501777	-0.006551089
Zm00001d049213	4.134339439	-0.283381941	0.133241979	-0.392393588	0.069321927	-0.180693104	0.598955439	0.013585312
Zm00001d049214	0	0	0	0	0	0	0	0
Zm00001d049216	0.043751058	0	-0.013186926	0	0	0	0.026922014	0
Zm00001d049217	69.70413405	-0.219461476	0.416569959	-0.221484572	-0.152727083	-0.193614707	0.242216927	-0.126724637
Zm00001d049218	0.06616194	-0.029554007	-0.018045709	-0.010945188	-0.057040409	0.013470312	0.057643332	-0.018218857
Zm00001d049219	38.70975044	-0.032710533	0.036656214	-0.032710533	-0.023207621	-0.02158768	0.011337939	-0.022700876
Zm00001d049220	0.314189397	0.200057983	-0.152566397	0.004672469	0.197046084	0.463493019	-0.140054081	0.02025637
Zm00001d049221	0.027343799	-0.003037199	0.009935538	-0.011420924	0.107574537	0.041574211	0.048258549	0
Zm00001d049222	0.041396617	-0.03470638	0.007532839	0.10600747	-0.051101902	-0.075337427	-0.061277919	-0.02574171
Zm00001d049223	-0.156306481	-0.081814876	0.244361733	-0.084446821	-0.075663781	-0.074099118	-0.101529526	-0.162569575
Zm00001d049224	0.223843117	0.109728411	-0.03352504	0.061239813	-0.057942436	0.163532612	0.141147751	0.083892573
Zm00001d049225	0.010081043	0.039710839	-0.085794959	0.031623828	-0.217107046	-0.059378542	0.135572282	0.142192897
Zm00001d049226	0.053250235	0.45029945	0.04753137	0.287213517	-0.116893472	0.461261651	0.081238348	0.102348067
Zm00001d049228	0.067056473	0.19373857	0.137618231	-0.186247326	-0.098186955	0.026461593	0.130227005	0.161709943
Zm00001d049230	0.252776477	-0.035183727	0.119195341	-0.004791782	-0.114725498	-0.050599744	0.068260666	-0.056513098
Zm00001d049231	0	-0.011470239	0	0	0.046966419	0	0	-0.019583273
Zm00001d049232	0.108477223	0.058620438	0.186662411	0.114391983	0.193563177	-0.161104127	-0.108235613	-0.076295382
Zm00001d049233	0.18763134	-0.0104623	-0.376821061	-0.019588019	-0.371980582	0.02507121	0.018751381	0.117648264
Zm00001d049234	-0.109449857	-0.019976541	-0.151835323	0.064742744	-0.154404514	0.184152086	-0.122446586	-0.16996899
Zm00001d049236	-0.005653724	0.015461271	-0.015854001	-0.015854001	-0.016954755	-0.030568262	0.049196379	-0.016954755
Zm00001d049239	-0.21341885	-0.1016094	-0.05825853	-0.042907797	-0.235855438	0.090753492	-0.138485189	-0.140797864
Zm00001d049240	0	0	0	-0.019289274	0	0	0	0
Zm00001d049241	-0.020886014	-0.055764535	-0.034166103	0.019808761	-0.030191781	0.020467336	-0.017945708	-0.034337637
Zm00001d049242	0.254579787	-0.066399068	-0.27783439	-0.090623243	-0.419453998	-0.116444457	0.173216284	-0.121245374
Zm00001d049243	0.03579632	0	-0.021399033	0	-0.041917402	0	0	0.042577704
Zm00001d049244	-0.249620994	-0.33114881	-0.197587539	-0.311082715	-0.088992037	-0.150963987	0.06257503	-0.124213795
Zm00001d049246	-0.034789684	0.038928124	0.004345655	-0.030231907	0.03181599	0.02484339	0.010967063	0.036568422
Zm00001d049247	-0.003415609	0.177588296	0.298822499	0.136654473	-0.108192455	-0.158640288	-0.146618643	-0.185253006
Zm00001d049249	0	0.010535155	0.013418476	0	0	-0.006322958	0	0
Zm00001d049250	0	0	0	0	0	0	0	0
Zm00001d049251	-0.133317621	0.016238255	-0.071569715	-0.144695444	0.250804063	0.096390405	0.066286493	-0.023408446
Zm00001d049252	0.281811075	0.22436108	-0.152137686	0.584436103	0.088312756	-0.126046208	-0.041739766	-0.027097328
Zm00001d049253	-0.380351166	-0.197940963	-0.900867666	0.109268176	0.160131524	0.830043123	-0.924341333	-0.25783569
Zm00001d049254	-0.378637881	-0.445877894	-0.940591663	0.148061186	0.476316828	1.088842708	-0.959684712	-0.387610203
Zm00001d049255	0	-0.012079799	0	0	0	0	0	0
Zm00001d049256	-0.128159096	-0.078969733	-0.101051963	-0.117647412	-0.194700018	0.089167243	-0.012294361	0.122808594
Zm00001d049257	0.045216404	0.03577602	0	-0.028507507	0.093033959	0.01218097	-0.163573649	0
Zm00001d049258	-0.121779329	0.619971125	-0.194687614	-0.018721221	-0.366094222	0.353207802	0.221718221	0.066667047
Zm00001d049259	-0.00562265	0.202058096	0.096304012	0.066220588	-0.04078347	0.545048733	-0.093254195	0.013642196
Zm00001d049260	0.289887114	-0.027888333	0.258796448	0.236379147	0.001651086	0.000372422	0.060686761	-0.02791628
Zm00001d049263	0	0.054990675	0	0	0	0	0	0
Zm00001d049265	0.034972979	-0.071778923	-0.71451794	0.472604344	0.054267552	0.475134315	-0.731402844	0.16490714
Zm00001d049266	-0.227319855	-0.147461943	-0.296184382	-0.045793581	0.477867144	0.100471839	-0.380220234	-0.020536176
Zm00001d049267	-0.201847058	-0.25337448	0.154743857	-0.168704525	-0.288521391	0.111982443	0.354167076	0.124178232
Zm00001d049268	0	-0.05153077	0	0	-0.028908384	-0.024821006	0	0
Zm00001d049269	-0.104591938	0.046044823	-0.110374075	0.135038078	0.234606321	0.106859657	-0.201908628	-0.033306113
Zm00001d049270	0.203845511	0.321472111	0.170741877	0.233677818	0.081426301	0.110463378	0.054565614	-0.072118002
Zm00001d049273	0.206374963	-0.075929483	0.05689631	-0.006922726	0.194273979	-0.02979592	0.04801386	-0.085452117
Zm00001d049274	0	0	0	0	0	0	0	0
Zm00001d049276	-0.238389863	0.085866935	-0.33177158	-0.197518685	-0.089899937	-0.027689131	-0.297909319	-0.120203209
Zm00001d049277	0.024368153	-0.020060616	0.030930468	-0.142450656	-0.20481593	-0.070470174	0.191699721	-0.091502764
Zm00001d049282	-0.119777381	-0.00725368	-0.071818989	-0.086033019	-0.411451	-0.078098162	-0.021887216	-0.220534778
Zm00001d049284	0	0	0.012107834	0	0	0	0	0
Zm00001d049286	0.737472395	0.269160887	0.849774211	0.278994435	0.015280764	0.028267406	1.089119613	0.400241683
Zm00001d049288	10.27092294	-0.487273988	17.30380504	-0.693891873	0.214378184	0.639178353	13.27068693	-0.32754831
Zm00001d049289	0.022368578	-0.145136529	-0.595495347	0.006623911	0.401514314	0.29755179	-0.610666801	-0.163029296
Zm00001d049290	0.24602765	-0.277866645	0.359027771	0.115530656	-0.11805076	1.008924855	0.187356722	-0.075835579
Zm00001d049291	0.332629797	-0.036373543	0.318632819	0.003386234	0.010064059	0.078592549	0.335064281	-0.006614904
Zm00001d049292	0.022041022	0.138059806	0.559590531	-0.17122314	-0.298308732	-0.3692195	0.10208294	-0.286691851
Zm00001d049293	-0.259990916	-0.037446672	-0.277057973	-0.013351816	0.273333334	0.127948128	-0.264991838	0.044969524
Zm00001d049294	-0.016193317	0.370377679	-0.233603802	-0.128007514	-0.015817122	-0.026834188	-0.029047072	0.239437539
Zm00001d049295	0.071470659	0.116666967	-0.010256283	0.012978839	0.110206617	0.081763962	-0.044368452	0.120611728
Zm00001d049297	0.135290563	-0.046671187	0.191277603	0.087806283	-0.017121834	-0.078593712	0.038792076	-0.071436652
Zm00001d049299	-0.017748462	0.171305625	0.085189603	0.191135734	0.008863106	-0.179414169	-0.027635679	-0.054605245
Zm00001d049301	0.002226194	-0.094358859	0	0.220733887	-0.058670166	-0.538449322	-0.08940945	-0.112799004
Zm00001d049303	0.374904213	0.000341465	-0.143953575	0.051007552	-0.312224948	0.349345427	-0.26531634	-0.33609745
Zm00001d049304	-0.028658908	0.081752803	0	0.053751145	-0.028065472	-0.164936338	0	-0.099309176
Zm00001d049305	-0.059788759	-0.182252649	0.13056949	-0.113414592	0.082236895	-0.099674184	-0.062007301	-0.10995816
Zm00001d049308	-0.01291046	0.366786951	-0.093783282	0.064463222	-0.32687168	-0.041510649	0.095746748	-0.12804519
Zm00001d049311	-0.089812645	-0.037161169	-0.057221988	-0.139738931	0.043034352	0.046437206	-0.034953663	0.02825195
Zm00001d049313	-0.092366797	-0.05938322	0.16232127	0.025840225	0.243513555	0.066298482	0.213230863	0.06950853
Zm00001d049314	-0.005073472	0.00649809	-0.030568067	-0.010564143	0.0181825	-0.000798102	0.000507189	-0.010398715
Zm00001d049319	0.004730062	0.009992621	-0.023020347	-0.018303819	0.033590842	-0.004628712	-0.025404478	-0.036082423
Zm00001d049320	0.059792983	-0.276871546	0.099726283	0.109288512	-0.087974145	0.001513416	0.080596092	0.02617859
Zm00001d049321	0.079219617	-0.143036898	-0.180430081	-0.025480426	-0.046658608	0.062675638	0	-0.232940107
Zm00001d049324	0.005962768	0.174942133	0.034640962	-0.0172075	0.141426161	0.169809867	-0.071104422	0.061815097
Zm00001d049325	0.242688715	-0.138265007	0.16123714	0.163394013	0.072145181	0.138596794	0.006395558	0.015024191
Zm00001d049326	0.135543775	0.130479936	-0.076562886	0.087290488	0.335223229	0.079805851	-0.247054513	-0.069182959
Zm00001d049329	0.406082228	0.034912593	-0.177604362	0.202835713	-0.024543623	-0.158541803	-0.180600257	0.073492993
Zm00001d049330	-0.06775479	-0.43982795	1.15909174	-0.332472718	-0.439573098	-0.44957607	1.196874874	-0.258002333
Zm00001d049331	0.22222726	-0.06831667	0.096807288	0.069167006	0.083615263	-0.025488808	-0.025449473	-0.176990801
Zm00001d049332	0.036516762	0.118030038	-0.163681349	0.052762653	-0.20104444	0.030868945	0.091827524	-0.100429208
Zm00001d049333	0.042389655	-0.145699323	-0.218270099	-0.123128544	0.161409993	0.055785933	-0.281320338	0.026866513
Zm00001d049334	0.903093501	0	0	1.126998025	0.013940621	0.633106509	-0.018541929	1.015744027
Zm00001d049336	-0.078797489	1.987077986	0.36660191	1.066656895	-0.125973767	-0.441661486	-0.136475175	-0.309351392
Zm00001d049337	0	0	0	0	0.024504219	0	0	0
Zm00001d049338	0	0	0	0.016625793	0	0	-0.00715113	0
Zm00001d049343	-0.206216486	-0.236315982	0.290702985	-0.178350624	-0.116316919	-0.0846271	0.035396466	-0.075716442
Zm00001d049346	-0.111424162	0.077334173	-0.124885223	0.010726042	0.348299528	0.131012805	-0.087748609	-0.027488246
Zm00001d049347	0.141886344	-0.07129738	-0.199944607	-0.092171327	-0.236852673	-0.272577832	-0.355887603	-0.121389626
Zm00001d049348	0.142590649	0.066594432	0.01672859	0.125744469	0.153355641	0.280040327	0.000605019	-0.015441893
Zm00001d049349	-0.1227753	0.42308504	-0.267224654	0.010306744	-0.094727873	0.11219311	-0.030569119	0.077879736
Zm00001d049350	-0.019776654	-0.058144747	-0.094072072	0.063991453	0	0	0	0
Zm00001d049351	-0.194241664	-0.166040821	-0.054069488	-0.117431518	-0.069616836	-0.055364045	-0.103277682	-0.097021619
Zm00001d049352	-0.026525503	-0.011516643	-0.00634076	0.006517997	0.014328738	0	-0.005615748	-0.026690609
Zm00001d049353	0	-0.000540095	-0.002636291	0	0	0	0	0
Zm00001d049354	0.025674098	-0.033309252	-0.017990757	-0.016610676	0	0	-0.015261175	-0.024470359
Zm00001d049355	-0.038998868	-0.080867171	-0.289020611	0.004259534	0.488332018	0.312756801	-0.251908448	-0.093160418
Zm00001d049356	0.023547545	-0.050185717	-0.006428575	0.070242446	-0.007322715	0.125506758	-0.038939591	-0.02551743
Zm00001d049357	-0.00083436	0.111147138	0.186198049	0.11272219	-0.079869406	0.0049173	-0.13553594	-0.077519258
Zm00001d049358	-0.189291172	-0.120099682	-0.4491185	0.032726735	0.164127034	0.033734871	-0.354885155	-0.051475211
Zm00001d049359	-0.177550781	0.262746021	-0.201718121	0.076658816	0.028800714	-0.007987959	0.07985577	-0.078507142
Zm00001d049360	0.072452227	0.039238689	0.109680434	0.04283587	0.141083668	-0.00243776	-0.06919655	0.00431207
Zm00001d049361	0.27763469	0.07141368	0.120641029	0.078180837	-0.023855752	0.014048487	-0.045770246	0.040172337
Zm00001d049362	0.311950707	-0.007379183	0.082646544	0.187817501	0.03007499	-0.121123078	-0.066971704	-0.147992526
Zm00001d049363	-0.150095296	-0.081207466	-0.000973715	-0.16223999	0.167311343	0.19090588	0.013439263	-0.005684696
Zm00001d049364	0.608908972	1.119618997	-0.328608611	0.430015075	-0.257656528	0.024598759	0.585070307	0.418493009
Zm00001d049365	-0.115960913	-0.000226239	-0.438939364	-0.043664596	-0.110595638	0.215876173	-0.06232072	0.494270023
Zm00001d049367	-0.249595441	0.104692487	-0.905699258	0.37431832	0.789520689	0.760645844	-0.931856801	0.138252126
Zm00001d049369	-0.059413014	-0.101865051	-0.625714671	0.19300689	0.401478783	0.522828549	-0.704173205	0.096004453
Zm00001d049370	-0.074102179	0.163176182	-0.103705099	0.013410489	0.367274659	0.049830078	-0.014931203	-0.031785709
Zm00001d049371	-0.120072945	-0.063206161	-0.004669614	-0.0128809	0.639045665	0.205199092	-0.014235963	-0.10125217
Zm00001d049372	-0.133891846	-0.037954931	0.012897399	0.050165153	0.353031276	0.048110521	0.097191194	0.104851274
Zm00001d049374	-0.152873677	-0.028783359	0.059876675	0.013783491	-0.009573943	-0.060783962	0.097854367	-0.166108747
Zm00001d049375	-0.15467884	0.118771588	-0.119748133	-0.098069442	-0.405485438	0.04073451	0.219106421	-0.061224102
Zm00001d049376	0.094269247	0.257038227	0.098180139	0.160022133	0.325001855	0.044644744	-0.05280309	0.10104923
Zm00001d049377	-0.031756602	0.173816972	-0.039318296	0.199306133	0.500203344	0.248703906	-0.092007122	-0.175728023
Zm00001d049379	-0.098555796	0.059867873	-0.136179124	-0.02837984	0.26158836	0.091936298	-0.09521517	0.003176984
Zm00001d049380	0.517068446	0.379656205	0.298911909	0.316279085	0.453819836	0.081625706	-0.001416679	-0.076913466
Zm00001d049381	0.763809421	-0.263321328	-0.402552358	-0.145978922	-0.421173283	-0.320817455	0.420902339	0.040245354
Zm00001d049383	0.255274779	0.068119973	0.189782461	0.252411191	0.257977972	0.089426824	-0.08090147	0.03168811
Zm00001d049384	0	0	0	0	0	0	0	0
Zm00001d049387	0.097916701	-0.190730139	-0.237441257	0.146333958	-0.332910377	-0.089070801	-0.044445398	0.037501375
Zm00001d049389	-0.013703488	-0.185665444	0.076958821	-0.036487077	-0.075408147	-0.085947442	0.064545611	-0.002280202
Zm00001d049390	-0.361185385	0.02820275	-0.086446747	-0.061523366	1.119350714	0.141353047	0.585080966	0.423933987
Zm00001d049391	0.456161528	0.112131466	0.215433436	0.261096359	0.231143704	0.14207711	0.182373759	-0.034816681
Zm00001d049394	-0.038342173	-0.003372513	-0.052781629	-0.01162152	0.03847125	-0.027031681	-0.060247499	-0.049138629
Zm00001d049398	-0.087669695	0.046141577	0.116497209	0.127577715	0.058557773	0.033631756	0.290137472	0.020545451
Zm00001d049399	-0.301254819	-0.113436008	0.028331461	-0.204990663	0.335535927	-0.05858856	-0.131524217	-0.11122275
Zm00001d049400	0.019384413	0.124976469	0.008483013	-0.055105224	0.032041622	-0.02292797	0.033024733	0.14477033
Zm00001d049403	0.001403505	-0.002452393	0.003986844	0.00339124	0.005948668	0.005150406	0.000863639	0.000664914
Zm00001d049404	0.072732331	-0.034536405	-0.034536405	0.038606637	-0.103054552	0.012523508	-0.00253444	-0.070670843
Zm00001d049405	0.254748451	-0.020126796	-0.187172286	0.33643116	-0.246647364	0.024035734	0.079337849	0.117791975
Zm00001d049406	0.157503807	0.013197562	0.533630816	-0.048304352	-0.307490311	0.051718174	-0.166849938	0.053557275
Zm00001d049407	-0.508347688	-0.326379105	-0.317005423	-0.365200329	-0.475043129	0.160197516	0.03658154	-0.304468986
Zm00001d049408	0.053741553	0.082510821	0.107200814	-0.026665002	-0.078415131	0.048544371	0.176782514	0.012939108
Zm00001d049409	-0.003314448	-0.035810682	0.041543998	0.052552736	0.039479755	-0.018229298	-0.122410771	-0.094464308
Zm00001d049410	-0.004929743	-0.015096323	-0.014997832	-0.004929743	-0.005276085	-0.005276085	-0.005276085	-0.014888561
Zm00001d049412	-0.007493778	-0.033724021	0	-0.019769277	-0.018764273	0.016493167	-0.016636014	-0.035223571
Zm00001d049413	0.271960723	0.119895526	1.64273495	0.179414004	-0.134451271	0.139984354	1.251520332	-0.022889096
Zm00001d049415	-0.018591147	0.066060281	0.319191979	0.019162084	0.092423881	0.153855316	0.292297319	0.16720675
Zm00001d049416	0.020288004	-0.168124852	0.016156361	0.009015995	0.170395568	0.042206724	0.043195935	0.031196896
Zm00001d049418	2.230233562	-0.14314637	0.79471304	-0.253299957	-0.037421952	0.188440312	-0.017353852	-0.257854613
Zm00001d049419	1.679081157	-0.350033331	0.907303189	-0.390547523	-0.048368529	0.12375818	0.25351955	-0.416546724
Zm00001d049420	0.990857126	-0.050269926	0.015631581	-0.2677449	0.004471192	0.166999566	-0.084709611	0.036324094
Zm00001d049421	0.502133491	-0.066616653	0.549885536	0.054811426	0.016174689	0.165298707	0.115084929	-0.150852097
Zm00001d049423	1.408225211	-0.043793182	0.501847585	0.025659798	0.079092943	0.009610192	0.317840009	0.045752381
Zm00001d049424	0	0	0	0	0	0	0	0
Zm00001d049427	0.083425332	-0.053679228	0.285514357	0.143328515	-0.033994473	0.113277419	0.197951606	0.24148112
Zm00001d049428	0.809370516	-0.135617131	-0.164298555	-0.124977826	-0.143612267	0.067105178	-0.148206258	-0.281102244
Zm00001d049430	0.101836027	-0.171043849	-0.325039719	-0.297044417	-0.100663759	-0.123812467	-0.381040316	-0.221186809
Zm00001d049431	0	-0.007075946	-0.066592559	-0.018947726	-0.096704857	-0.068518469	-0.059390028	-0.092720936
Zm00001d049432	0.087592231	0	-0.034443107	0.050030859	0.021817368	0.000836942	-0.015539683	-0.092720936
Zm00001d049433	-0.040756012	-0.061146944	-0.017523333	-0.070002451	0.008145961	-0.027139612	-0.059390028	-0.078480241
Zm00001d049435	0.432546039	-0.118497419	0.05765999	-0.210531289	-0.148365054	-0.209412049	-0.039621518	-0.081967795
Zm00001d049436	0	0	0.034252426	-0.002364657	0	-0.046464504	0.057386399	0
Zm00001d049437	1.817902278	-0.080356251	-0.085809465	-0.165630346	0.118723899	-0.000132848	-0.373340203	-0.045945131
Zm00001d049438	0.267602454	-0.079264998	0.180317428	-0.165954297	0.292305925	-0.109756577	-0.047679578	-0.171215116
Zm00001d049439	0.516614697	-0.095428125	0.928278264	0.252203519	0.090580865	0.029412855	0.32486703	-0.099298056
Zm00001d049440	-0.248708699	0.076314098	-0.040200877	-0.123854382	0.32834477	0.242339846	0.256555543	-0.056306402
Zm00001d049441	0.190788846	0.04623302	0.219710787	0.236503655	0.182731089	0.115182838	0.096514817	0.029462764
Zm00001d049442	-0.05749923	0.094353252	-0.144741129	0.162800061	0.247030513	0.089786304	-0.253808138	-0.070152602
Zm00001d049443	0.051508707	0.351018246	-0.034798853	0.049264852	-0.016123617	0.099554804	0.081365344	0.068570385
Zm00001d049445	0.038790154	-0.058611762	-0.086270869	0.022879474	-0.006457823	0.034880141	-0.034573138	-0.082707651
Zm00001d049446	-0.048407313	-0.034839934	-0.129904089	-0.049886924	-0.090555255	-0.040829548	-0.0421857	0.048450491
Zm00001d049449	0.12785821	0.141199999	0.168474604	0.142319786	0.320288661	0.155308405	-0.065364403	0.033410022
Zm00001d049450	-0.034252476	0.029392553	-0.123931159	0.090435756	0.187138294	0.128800925	-0.119918963	-0.083849662
Zm00001d049452	-0.125793256	-0.066826813	-0.288674239	-0.101544972	0.3935845	0.195354549	-0.362708327	-0.052287766
Zm00001d049453	-0.491533142	0.305666221	-0.02026173	-0.217949755	1.018592221	0.170609971	1.202181211	0.433450949
Zm00001d049454	0	0.009043452	0	0	-0.025701537	-0.025701537	-0.025701537	-0.025701537
Zm00001d049455	0.006917703	0.143676054	0.098275068	0.096691573	0.336124658	0.074526612	-0.100277265	0.026554844
Zm00001d049457	-0.09711178	0.213160333	-0.038404713	0.188065697	0.50950631	0.187921586	-0.089158081	0.158281631
Zm00001d049459	0.054260109	-0.043676691	0.007621109	0.022008494	-0.116215453	-0.067886773	0.040254452	-0.023694603
Zm00001d049461	-0.066024054	0.116098863	-0.006340642	-0.178129883	-0.123007362	-0.133590517	-0.162121767	-0.167921659
Zm00001d049462	0.008275156	0.005041431	0	0	0.007418047	-0.021161751	-0.008868236	0.00018614
Zm00001d049464	-0.028744093	0.324866742	-0.24165789	-0.101724239	-0.176417483	-0.141782861	0.029572999	0.035658889
Zm00001d049466	-0.043208612	0	0	0	0	0	0	0
Zm00001d049467	-0.010696926	-0.010696926	-0.04255004	-0.065373304	0	-0.02795986	0	0
Zm00001d049469	-0.317363035	-0.164972888	-0.447308115	0.111743378	0.440769679	0.361586321	-0.639069871	-0.276712936
Zm00001d049470	0	0	0	0	0	-0.031801378	-0.016708556	-0.018005591
Zm00001d049471	0.037524535	-0.002639473	0.049218092	0.130183338	0.191585202	0.087428345	0.092720533	0.097027427
Zm00001d049474	-0.036688953	0.009847908	-0.029420841	0.063130657	0.03663015	0.000941074	-0.125168933	0.066586224
Zm00001d049476	0	0	0	0	0	0	0	0
Zm00001d049479	0.090338885	0.106009574	0.039050602	0.171970154	0.084654833	0.038438298	-0.034573257	0.019623389
Zm00001d049480	0.113193625	0.04231068	-0.294386332	-0.004223842	0.455479891	0.234244992	-0.250974798	-0.031214029
Zm00001d049485	-0.143524797	-0.09690397	-0.474210385	-0.089828789	-0.396401503	-0.162011112	-0.499131235	-0.426232224
Zm00001d049486	0.024494906	0.029407483	0	0	0	0.036040953	-0.035452806	0
Zm00001d049487	-0.008055301	0.006488818	0.079236728	0.056446801	-0.029068791	-0.104180435	-0.142803274	-0.071624874
Zm00001d049489	-0.035330713	0.074357122	0.004265623	0.007881854	-0.006329087	0.029598475	0	0.117088687
Zm00001d049490	-0.193294111	-0.14411432	0.070754303	-0.152117642	-0.185680119	-0.212060576	0.121214971	-0.018104063
Zm00001d049491	-0.739326823	-0.652443355	-0.510498152	-0.761547387	-0.163949979	-0.025546819	0.057903673	-0.043707974
Zm00001d049493	-0.040172572	0.013687718	0.016135917	0.015423741	0.367683561	-0.022912321	0.070203416	-0.090929126
Zm00001d049494	-0.118154943	0.050337756	-0.065405298	0.046791177	-0.067253935	-0.064682277	-0.091027072	-0.053383879
Zm00001d049495	-0.130601057	-0.088331336	-0.028931389	0.155238345	0.409629168	0.008758756	-0.077590311	-0.017350614
Zm00001d049496	0.271298889	-0.003285861	0.325932334	0.157150362	0.092675279	-0.012086496	0.089553977	-0.13623132
Zm00001d049498	0	0	0	0	0	0	0	0
Zm00001d049499	0.079477128	0.017810736	0.340201359	0.144694442	0.210940386	0.190725625	0.107593623	-0.131541022
Zm00001d049500	-0.155853481	-0.237617173	-0.169204597	-0.251697193	-0.127241982	-0.166935024	0.059114495	-0.032996202
Zm00001d049501	0.065663312	-0.020038341	0.200996721	0.080174717	-0.048854621	-0.036324454	0.0695689	0.016278119
Zm00001d049502	0.366614639	0.212027912	-0.063912199	-0.001152729	-0.284963396	0.089640459	0.339202314	0.03943861
Zm00001d049503	0.32422687	0.074371201	-0.163221172	0.13914691	-0.153594565	0.223752214	-0.217194904	-0.043152193
Zm00001d049505	-0.045766295	0.110677212	-0.037351808	0.020254434	-0.013560565	0.112431832	-0.149820897	-0.188013526
Zm00001d049506	-0.025442121	-0.009196717	-0.013612906	0.04049877	0	0	-0.011495463	0
Zm00001d049507	0.12554308	-0.246216844	-0.235861823	-0.009396469	-0.211766608	-0.015201366	-0.211898509	-0.073249119
Zm00001d049508	-0.017796261	-0.00473261	-0.017796261	-0.036550113	-0.018444652	0.000453046	-0.016352041	0
Zm00001d049509	0	0	0.06941825	0.078621529	0.043209106	-0.016192931	-0.03293857	0
Zm00001d049510	-0.072139867	0.301469884	-0.378962873	-0.05569392	-0.258433116	0.070974258	-0.123139916	-0.092326746
Zm00001d049511	-0.014835134	0.002987167	0.031632408	-0.136054649	-0.106078819	-0.008124022	-0.135315617	-0.078458301
Zm00001d049513	0	0	0	0	0.2663575	0	0	0
Zm00001d049514	-0.217256792	-0.182942119	0.223504061	-0.145717094	-0.112003314	-0.064656029	0.301852378	-0.129173699
Zm00001d049516	-0.07920955	0.032293277	-0.212972534	-0.117036277	-0.087740401	0.03232934	-0.222118608	0.002670812
Zm00001d049521	-0.015056004	0.397361055	0.076876516	0.220781348	-0.049020229	-0.190672043	0.190273219	-0.037019742
Zm00001d049522	0.065290748	0.083178117	0.115928966	0.115133998	0.371810106	0.167362424	-0.006709041	-0.006684136
Zm00001d049523	0	0	0	0	0	0	0	0
Zm00001d049524	0	0	0	0	0	0	0	0
Zm00001d049525	-0.007170064	-0.085521588	0.003276078	0.076372306	0.036129925	0.290106983	-0.196633224	-0.260313412
Zm00001d049526	0.063123551	-0.014960713	-0.10876752	0.136524927	0.130948996	0.013055434	-0.015310284	-0.059354242
Zm00001d049528	0	0.061099826	-0.048020356	0.103047635	-0.033563173	-0.005359963	0.031912322	-0.033563173
Zm00001d049529	-0.716935963	-0.166545354	0.673330865	-0.910043703	-0.070751689	-0.909557069	0.771303825	-0.830688882
Zm00001d049530	0.04144837	-0.039314731	-0.02469439	-0.048228817	0.585241225	0.104047044	-0.042894054	-0.178723176
Zm00001d049531	0	0	0	0	0	0	0	0
Zm00001d049532	0.008081942	0.032190438	0.043475856	0.051782444	-0.118743047	0.068306139	0.010319507	-0.094489002
Zm00001d049533	-0.087381713	0.005973381	0.072307701	-0.0910578	0.184013556	0.195623457	-0.08482441	0.032338583
Zm00001d049536	0.110037386	-0.002689661	-0.001669162	-0.01011406	-0.031774363	-0.013974317	0.009549544	-0.041165268
Zm00001d049537	0	0	0	0	0	0	0	0
Zm00001d049539	0.075809745	0.040511759	-0.130394382	-0.085059869	-0.33163094	-0.12099381	0.015661451	-0.205596336
Zm00001d049540	0.018577989	-0.070495419	-0.014777514	-0.106207965	0.237482911	-0.074721232	0.306848422	0.182159982
Zm00001d049541	-0.003203116	0.193539885	-0.174958716	0.083173024	-0.328790165	0.238651806	-0.015029975	-0.099681859
Zm00001d049543	-0.169310159	0.058960122	0.055519293	-0.228422147	0.264943427	-0.234635214	0.157984529	0.091419454
Zm00001d049544	-0.083157006	0.001877299	-0.329653188	-0.169954919	-0.375589637	0.226153132	-0.018537865	-0.175469168
Zm00001d049545	-0.144227383	0.678104945	-0.08414731	-0.054393187	0.118451791	0.124348178	-0.28298374	-0.282909868
Zm00001d049546	0	-0.017492793	0	-0.020161926	0	0	0	0
Zm00001d049547	0	0	0	0	0	0	0	0
Zm00001d049548	0.043643381	0.130535883	-0.014564303	0.076677162	0.115477925	0.051016596	-0.084465598	0.032039328
